manor_id,seat_hex_id,county_id,primary_role,seat_roles,seat_archetype,hex_count,total_net_productive_capacity,avg_water_access_score,avg_buildability_score,route_access_score,route_degree,territorial_degree,estimated_peasant_households,manor_size_class,capacity_quantile_band,is_elite,was_repaired,was_merged,was_split,residual_share
manor_hx_32727,hx_32727,c_11,,,ordinary,21,19.4257,0.5992,0.96,0.24,7,7,42,medium,top,false,false,false,false,
manor_hx_32745,hx_32745,c_0,,,ordinary,41,34.0382,0.1702,0.96,0.4008,7,8,126,large,top,false,false,false,false,
manor_hx_32757,hx_32757,c_1,abbey_site,abbey_site,elite,4,3.7041,0.6042,0.96,0.4255,4,4,8,small,bottom,true,false,false,false,
manor_hx_32767,hx_32767,c_1,,,ordinary,20,17.4741,0.6333,0.891,0.3153,6,6,31,medium,middle,false,false,false,false,
manor_hx_32996,hx_32996,c_13,,,ordinary,33,24.0691,0.596,0.7364,0.5281,5,5,51,medium,top,false,false,false,false,
manor_hx_33021,hx_33021,c_11,,,ordinary,24,20.3115,0.2447,0.96,0.3862,6,7,45,medium,top,false,false,false,false,
manor_hx_33034,hx_33034,c_1,,,ordinary,31,26.1468,0.2309,0.96,0.4008,7,7,31,medium,top,false,false,false,false,
manor_hx_33038,hx_33038,c_1,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.3989,4,5,13,small,bottom,true,false,false,false,
manor_hx_33040,hx_33040,c_1,,,ordinary,13,11.5916,0.7179,0.8892,0.3784,7,8,8,small,middle,false,false,false,false,
manor_hx_33044,hx_33044,c_1,,,ordinary,18,13.9684,0.7685,0.7544,0.4099,6,7,36,medium,middle,false,false,false,false,
manor_hx_33292,hx_33292,c_11,,,ordinary,19,16.9073,0.443,0.96,0.2201,7,7,29,medium,middle,false,false,false,false,
manor_hx_33333,hx_33333,c_1,,,ordinary,22,19.1538,0.3561,0.96,0.2583,7,7,44,medium,top,false,false,false,false,
manor_hx_33562,hx_33562,c_11,,,ordinary,23,18.5917,0.6993,0.8183,0.4321,5,5,37,medium,middle,false,false,false,false,
manor_hx_33566,hx_33566,c_11,,,ordinary,13,11.747,0.8461,0.8877,0.288,5,5,42,medium,middle,false,false,false,false,
manor_hx_33578,hx_33578,c_11,,,ordinary,20,17.3497,0.3417,0.96,0.2809,6,6,32,medium,middle,false,false,false,false,
manor_hx_33623,hx_33623,c_8,,,ordinary,28,21.0981,0.5119,0.7793,0.2874,6,6,68,medium,top,false,false,false,false,
manor_hx_33850,hx_33850,c_11,,,ordinary,9,8.6345,0.75,0.96,0.2201,6,6,10,small,middle,false,false,false,false,
manor_hx_33891,hx_33891,c_1,,,ordinary,17,15.5012,0.7451,0.9059,0.2583,6,7,38,medium,middle,false,false,false,false,
manor_hx_33893,hx_33893,c_1,abbey_site,abbey_site,elite,4,3.7041,0.6041,0.96,0.2952,4,4,14,small,bottom,true,false,false,false,
manor_hx_33901,hx_33901,c_1,abbey_site,abbey_site,elite,4,3.4804,0.3542,0.96,0.3537,3,3,14,small,bottom,true,false,false,false,
manor_hx_33902,hx_33902,c_11,baronial_seat,baronial_seat,elite,4,3.5916,0.4792,0.96,0.3316,3,3,10,small,bottom,true,false,false,false,
manor_hx_34098,hx_34098,c_13,,,strategic,40,17.9241,0.9167,0.379,0.4438,2,2,53,medium,middle,false,false,false,false,
manor_hx_34120,hx_34120,c_11,,,ordinary,31,24.4486,0.6102,0.7968,0.336,5,5,41,medium,top,false,false,false,false,
manor_hx_34133,hx_34133,c_11,baronial_seat,baronial_seat,elite,4,3.7419,0.6459,0.96,0.2802,5,5,10,small,bottom,true,false,false,false,
manor_hx_34153,hx_34153,c_1,,,ordinary,31,25.2253,0.1377,0.949,0.6872,8,9,37,medium,top,false,false,false,false,
manor_hx_34157,hx_34157,c_1,,,ordinary,16,14.6858,0.5677,0.96,0.4581,5,6,55,medium,middle,false,false,false,false,
manor_hx_34161,hx_34161,c_1,,,ordinary,18,15.5118,0.8565,0.8311,0.2925,6,6,56,medium,middle,false,false,false,false,
manor_hx_34173,hx_34173,c_1,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.2767,4,4,11,small,bottom,true,false,false,false,
manor_hx_34415,hx_34415,c_11,,,ordinary,10,9.2701,0.6083,0.96,0.3002,6,6,18,small,middle,false,false,false,false,
manor_hx_34426,hx_34426,c_0,abbey_site,abbey_site,elite,4,3.2084,0.04,0.96,0.5618,5,5,10,small,bottom,true,false,false,false,
manor_hx_34455,hx_34455,c_1,,,ordinary,11,10.1357,0.5833,0.96,0.2583,6,6,9,small,middle,false,false,false,false,
manor_hx_34689,hx_34689,c_11,,,ordinary,29,23.067,0.8649,0.7379,0.2001,6,6,64,medium,top,false,false,false,false,
manor_hx_34695,hx_34695,c_11,abbey_site,abbey_site,elite,4,3.8953,0.8125,0.96,0.3202,4,4,8,small,middle,true,false,false,false,
manor_hx_34699,hx_34699,c_11,,,ordinary,11,10.1357,0.5833,0.96,0.2809,5,6,8,small,middle,false,false,false,false,
manor_hx_34713,hx_34713,c_0,baronial_seat,baronial_seat,elite,4,3.281,0.125,0.96,0.8017,2,3,6,small,bottom,true,false,false,false,
manor_hx_34739,hx_34739,c_3,,,ordinary,40,31.9641,0.229,0.9025,0.2432,7,7,106,large,top,false,false,false,false,
manor_hx_34744,hx_34744,c_8,,,ordinary,124,79.9631,0.5255,0.641,0.2874,7,8,150,large,top,false,false,false,false,
manor_hx_34973,hx_34973,c_11,,,ordinary,11,9.8112,0.8636,0.8745,0.2602,5,5,9,small,middle,false,false,false,false,
manor_hx_34983,hx_34983,c_0,,,ordinary,24,20.5031,0.2812,0.96,0.4251,7,7,35,medium,top,false,false,false,false,
manor_hx_34988,hx_34988,c_0,baronial_seat,baronial_seat,elite,4,2.624,0.04,0.79,0.6299,3,4,7,small,bottom,true,false,false,false,
manor_hx_35008,hx_35008,c_1,,,ordinary,28,20.7825,0.8631,0.7107,0.1892,6,7,57,medium,top,false,false,false,false,
manor_hx_35240,hx_35240,c_13,,,ordinary,27,20.604,0.5093,0.7896,0.3652,5,5,63,medium,top,false,false,false,false,
manor_hx_35268,hx_35268,c_0,,,strategic,20,11.5428,0.0888,0.688,0.6299,7,8,18,small,middle,false,false,false,false,
manor_hx_35273,hx_35273,c_0,abbey_site,abbey_site,elite,4,3.2176,0.0508,0.96,0.9162,4,5,10,small,bottom,true,false,false,false,
manor_hx_35278,hx_35278,c_1,,,ordinary,21,18.1242,0.3214,0.96,0.6299,7,9,50,medium,middle,false,false,false,false,
manor_hx_35282,hx_35282,c_1,,,ordinary,15,14.0284,0.6444,0.96,0.4008,5,5,32,medium,middle,false,false,false,false,
manor_hx_35294,hx_35294,c_1,,,ordinary,14,12.8227,0.875,0.8929,0.203,8,8,54,medium,middle,false,false,false,false,
manor_hx_35519,hx_35519,c_13,baronial_seat,baronial_seat,elite,4,3.4988,0.375,0.96,0.4174,2,2,11,small,bottom,true,false,false,false,
manor_hx_35537,hx_35537,c_11,,,ordinary,10,9.9282,0.9167,0.96,0.2961,7,8,13,small,middle,false,false,false,false,
manor_hx_35566,hx_35566,c_1,,,ordinary,13,10.7716,0.859,0.8154,0.1718,6,6,15,small,middle,false,false,false,false,
manor_hx_35578,hx_35578,c_3,,,ordinary,27,23.6306,0.4336,0.943,0.1845,5,5,42,medium,top,false,false,false,false,
manor_hx_35791,hx_35791,c_13,abbey_site,abbey_site,elite,4,3.6809,0.6459,0.96,0.6001,3,3,11,small,bottom,true,false,false,false,
manor_hx_35793,hx_35793,c_13,county_seat,county_seat|market_town,elite,10,9.0142,0.5083,0.96,0.6858,4,4,12,small,middle,true,false,false,false,
manor_hx_35795,hx_35795,c_13,,,ordinary,51,32.5611,0.6438,0.6286,0.6001,10,10,132,large,top,false,false,false,false,
manor_hx_35818,hx_35818,c_11,baronial_seat,baronial_seat,elite,4,3.9981,0.9792,0.96,0.3172,3,3,12,small,middle,true,false,false,false,
manor_hx_35821,hx_35821,c_14,,,ordinary,10,9.4406,0.6833,0.96,0.2749,7,6,13,small,middle,false,false,false,false,
manor_hx_35833,hx_35833,c_0,,,strategic,10,5.5236,0.1163,0.654,0.8038,5,5,18,small,middle,false,false,false,false,
manor_hx_36074,hx_36074,c_13,baronial_seat,baronial_seat,elite,4,3.5728,0.4584,0.96,0.6429,2,2,11,small,bottom,true,false,false,false,
manor_hx_36099,hx_36099,c_14,county_seat,county_seat|market_town,elite,10,9.8873,0.8917,0.96,0.3384,5,6,14,small,middle,true,false,false,false,
manor_hx_36105,hx_36105,c_0,,,ordinary,22,19.3216,0.3902,0.96,0.4287,5,6,50,medium,top,false,false,false,false,
manor_hx_36116,hx_36116,c_0,,,ordinary,9,7.5905,0.2315,0.96,0.7444,5,5,14,small,middle,false,false,false,false,
manor_hx_36130,hx_36130,c_11,,,ordinary,15,13.6851,0.8389,0.8973,0.1675,7,7,41,medium,middle,false,false,false,false,
manor_hx_36362,hx_36362,c_13,,,ordinary,29,23.5322,0.5057,0.849,0.36,5,5,47,medium,top,false,false,false,false,
manor_hx_36394,hx_36394,c_0,baronial_seat,baronial_seat,elite,4,2.9565,0.4583,0.79,0.8438,1,2,9,small,bottom,true,false,false,false,
manor_hx_36404,hx_36404,c_1,,,ordinary,18,16.1551,0.4769,0.96,0.3375,6,7,48,medium,middle,false,false,false,false,
manor_hx_36414,hx_36414,c_3,baronial_seat,baronial_seat,elite,4,3.799,0.7084,0.96,0.2093,5,5,13,small,bottom,true,false,false,false,
manor_hx_36416,hx_36416,c_3,,,ordinary,12,11.2467,0.6528,0.96,0.1814,5,5,12,small,middle,false,false,false,false,
manor_hx_36638,hx_36638,c_13,abbey_site,abbey_site,elite,4,3.6665,0.5625,0.96,0.5236,4,4,9,small,bottom,true,false,false,false,
manor_hx_36639,hx_36639,c_13,,,ordinary,11,9.8741,0.4773,0.96,0.4909,5,5,17,small,middle,false,false,false,false,
manor_hx_36659,hx_36659,c_14,abbey_site,abbey_site,elite,4,3.9962,0.9584,0.96,0.2961,3,5,10,small,middle,true,false,false,false,
manor_hx_36675,hx_36675,c_0,royal_seat,royal_seat|royal_castle|county_seat|market_town,elite,22,18.1182,0.4546,0.8827,0.9,9,10,30,medium,middle,true,false,true,false,
manor_hx_36680,hx_36680,c_0,,,ordinary,11,9.7427,0.4242,0.96,0.6188,5,5,9,small,middle,false,false,false,false,
manor_hx_36688,hx_36688,c_1,,,ordinary,10,9.479,0.7,0.96,0.2171,5,5,15,small,middle,false,false,false,false,
manor_hx_36694,hx_36694,c_3,abbey_site,abbey_site,elite,4,3.761,0.6667,0.96,0.2233,3,4,14,small,bottom,true,false,false,false,
manor_hx_36913,hx_36913,c_13,,,ordinary,65,32.9164,0.8526,0.4471,0.5143,7,8,115,large,top,false,false,false,false,
manor_hx_36937,hx_36937,c_14,,,ordinary,33,23.2652,0.8687,0.6388,0.3981,6,6,50,medium,top,false,false,false,false,
manor_hx_36941,hx_36941,c_14,,,ordinary,9,8.6725,0.7685,0.96,0.302,7,7,10,small,middle,false,true,false,false,
manor_hx_36951,hx_36951,c_0,,,ordinary,17,14.0624,0.2402,0.94,0.6188,5,5,56,medium,middle,false,false,false,false,
manor_hx_36974,hx_36974,c_3,,,ordinary,11,9.9662,0.5151,0.96,0.2093,5,6,15,small,middle,false,false,false,false,
manor_hx_37225,hx_37225,c_0,,,ordinary,29,25.4959,0.3937,0.96,0.225,6,6,35,medium,top,false,false,false,false,
manor_hx_37238,hx_37238,c_0,,,ordinary,9,7.9383,0.4074,0.96,0.7313,6,6,10,small,middle,false,true,false,false,
manor_hx_37240,hx_37240,c_0,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.6188,4,4,12,small,bottom,true,false,false,false,
manor_hx_37260,hx_37260,c_3,,,ordinary,97,77.0824,0.1392,0.9221,0.1416,7,10,100,large,top,false,false,false,false,
manor_hx_37277,hx_37277,c_8,baronial_seat,baronial_seat,elite,4,3.5728,0.4584,0.96,0.119,2,2,10,small,bottom,true,false,false,false,
manor_hx_37470,hx_37470,c_13,abbey_site,abbey_site,elite,4,2.5857,0.9584,0.525,0.3,1,1,13,small,bottom,true,false,false,false,
manor_hx_37484,hx_37484,c_14,,,ordinary,30,23.3032,0.7472,0.7453,0.3272,5,5,50,medium,top,false,false,false,false,
manor_hx_37515,hx_37515,c_0,,,ordinary,9,7.9749,0.4259,0.96,0.7313,5,6,12,small,middle,false,true,false,false,
manor_hx_37520,hx_37520,c_0,baronial_seat,baronial_seat,elite,4,3.799,0.7084,0.96,0.6188,5,5,9,small,bottom,true,false,false,false,
manor_hx_37527,hx_37527,c_3,,,ordinary,20,17.6616,0.4125,0.96,0.3256,6,6,48,medium,middle,false,false,false,false,
manor_hx_37532,hx_37532,c_3,,,ordinary,21,18.5872,0.4206,0.96,0.1699,6,7,31,medium,middle,false,false,false,false,
manor_hx_37757,hx_37757,c_13,,,ordinary,21,18.7773,0.5714,0.9381,0.5097,7,7,46,medium,top,false,false,false,false,
manor_hx_37761,hx_37761,c_2,,,ordinary,10,9.1211,0.7167,0.914,0.4705,8,8,14,small,middle,false,false,false,false,
manor_hx_37776,hx_37776,c_14,abbey_site,abbey_site,elite,4,2.3296,0.8125,0.5,0.5574,3,3,7,small,bottom,true,false,false,false,
manor_hx_37802,hx_37802,c_0,,,ordinary,12,11.152,0.6181,0.96,0.5065,7,8,13,small,middle,false,false,false,false,
manor_hx_38064,hx_38064,c_14,,,ordinary,21,18.7154,0.4484,0.96,0.3397,5,5,29,medium,middle,false,false,false,false,
manor_hx_38073,hx_38073,c_0,,,ordinary,16,13.889,0.3438,0.96,0.5062,6,7,40,medium,middle,false,false,false,false,
manor_hx_38075,hx_38075,c_0,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.6188,5,5,13,small,bottom,true,false,false,false,
manor_hx_38076,hx_38076,c_0,baronial_seat,baronial_seat,elite,4,3.799,0.7084,0.96,0.6188,4,4,8,small,bottom,true,false,false,false,
manor_hx_38096,hx_38096,c_3,,,ordinary,56,46.1427,0.1413,0.96,0.2265,6,6,106,large,top,false,false,false,false,
manor_hx_38320,hx_38320,c_2,baronial_seat,baronial_seat,elite,4,3.761,0.6667,0.96,0.5881,4,4,12,small,bottom,true,false,false,false,
manor_hx_38341,hx_38341,c_14,,,ordinary,15,12.936,0.6667,0.868,0.4907,7,7,49,medium,middle,false,false,false,false,
manor_hx_38359,hx_38359,c_0,,,ordinary,12,7.9196,0.9167,0.6467,0.5625,8,8,14,small,middle,false,false,false,false,
manor_hx_38600,hx_38600,c_2,county_seat,county_seat|market_town,elite,10,9.4432,0.6833,0.96,0.6273,7,7,7,small,middle,true,false,false,false,
manor_hx_38601,hx_38601,c_2,abbey_site,abbey_site,elite,4,3.8374,0.75,0.96,0.5881,4,3,6,small,bottom,true,false,false,false,
manor_hx_38605,hx_38605,c_2,,,ordinary,15,13.743,0.8555,0.8973,0.4313,6,7,40,medium,middle,false,false,false,false,
manor_hx_38611,hx_38611,c_14,abbey_site,abbey_site,elite,4,3.9341,0.8542,0.96,0.5786,4,5,12,small,middle,true,false,false,false,
manor_hx_38617,hx_38617,c_14,,,ordinary,28,20.2363,0.6607,0.7129,0.5972,6,7,48,medium,top,false,false,false,false,
manor_hx_38646,hx_38646,c_0,,,ordinary,13,11.9595,0.5769,0.96,0.3618,5,5,52,medium,middle,false,false,false,false,
manor_hx_38891,hx_38891,c_2,baronial_seat,baronial_seat,elite,4,3.8758,0.7916,0.96,0.5786,4,4,9,small,bottom,true,false,false,false,
manor_hx_38917,hx_38917,c_0,,,ordinary,9,8.577,0.7222,0.96,0.45,6,6,12,small,middle,false,false,false,false,
manor_hx_38923,hx_38923,c_0,,,ordinary,12,9.8318,0.875,0.8033,0.45,6,6,9,small,middle,false,false,false,false,
manor_hx_38930,hx_38930,c_3,,,ordinary,55,45.4944,0.1561,0.96,0.2171,7,7,135,large,top,false,false,false,false,
manor_hx_39163,hx_39163,c_2,,,ordinary,13,11.997,0.5897,0.96,0.5097,5,4,31,medium,middle,false,false,false,false,
manor_hx_39169,hx_39169,c_2,,,ordinary,21,14.2414,0.9048,0.6486,0.4959,6,6,45,medium,middle,false,false,false,false,
manor_hx_39173,hx_39173,c_14,county_seat,county_seat|market_town,elite,10,9.6131,0.7583,0.96,0.6612,6,6,14,small,middle,true,false,false,false,
manor_hx_39181,hx_39181,c_14,baronial_seat,baronial_seat,elite,4,3.5728,0.4584,0.96,0.604,4,4,10,small,bottom,true,false,false,false,
manor_hx_39185,hx_39185,c_14,,,ordinary,64,52.7044,0.1392,0.96,0.453,7,7,124,large,top,false,false,false,false,
manor_hx_39194,hx_39194,c_14,,,ordinary,50,41.9406,0.2095,0.96,0.3375,7,7,121,large,top,false,false,false,false,
manor_hx_39439,hx_39439,c_2,,,ordinary,29,24.2696,0.5891,0.8648,0.4705,7,7,42,medium,top,false,false,false,false,
manor_hx_39455,hx_39455,c_14,,,ordinary,9,8.3296,0.6018,0.96,0.5786,6,6,14,small,middle,false,true,false,false,
manor_hx_39461,hx_39461,c_14,,,ordinary,14,12.1183,0.3333,0.96,0.5663,5,5,35,medium,middle,false,false,false,false,
manor_hx_39481,hx_39481,c_0,,,ordinary,10,8.8886,0.8833,0.866,0.3375,7,7,14,small,middle,false,false,false,false,
manor_hx_39737,hx_39737,c_14,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.6449,4,4,13,small,bottom,true,false,false,false,
manor_hx_39738,hx_39738,c_14,abbey_site,abbey_site,elite,4,3.7801,0.6875,0.96,0.6879,4,4,8,small,bottom,true,false,false,false,
manor_hx_39768,hx_39768,c_0,,,ordinary,22,19.4357,0.4129,0.96,0.2533,5,5,32,medium,top,false,false,false,false,
manor_hx_39791,hx_39791,c_3,abbey_site,abbey_site,elite,4,3.3711,0.2292,0.96,0.3476,4,5,7,small,bottom,true,false,false,false,
manor_hx_39792,hx_39792,c_3,baronial_seat,baronial_seat,elite,4,3.4804,0.3541,0.96,0.3259,2,3,6,small,bottom,true,false,false,false,
manor_hx_40013,hx_40013,c_2,,,ordinary,12,9.8318,0.875,0.8033,0.5372,6,6,10,small,middle,false,false,false,false,
manor_hx_40019,hx_40019,c_14,,,ordinary,9,8.2737,0.5741,0.96,0.6449,7,7,10,small,middle,false,true,false,false,
manor_hx_40039,hx_40039,c_0,,,ordinary,17,15.4406,0.5245,0.96,0.2392,4,4,46,medium,middle,false,false,false,false,
manor_hx_40045,hx_40045,c_0,,,ordinary,12,11.341,0.6875,0.96,0.225,5,5,15,small,middle,false,false,false,false,
manor_hx_40074,hx_40074,c_8,,,ordinary,209,121.4573,0.5444,0.5756,0.2824,7,7,92,large,top,false,false,false,false,
manor_hx_40278,hx_40278,c_13,,,ordinary,19,14.9574,0.7851,0.7653,0.4064,4,5,48,medium,middle,false,false,false,false,
manor_hx_40286,hx_40286,c_2,,,ordinary,22,20.52,0.6326,0.96,0.3921,6,6,63,medium,top,false,false,false,false,
manor_hx_40341,hx_40341,c_3,baronial_seat,baronial_seat,elite,4,3.3712,0.2292,0.96,0.453,1,1,10,small,bottom,true,false,false,false,
manor_hx_40571,hx_40571,c_2,,,ordinary,14,8.9656,0.9524,0.6243,0.3719,6,7,14,small,middle,false,false,false,false,
manor_hx_40577,hx_40577,c_2,,,ordinary,9,7.8712,0.8704,0.8556,0.5159,8,8,14,small,middle,false,true,false,false,
manor_hx_40583,hx_40583,c_14,,,ordinary,81,66.5237,0.1286,0.96,0.4729,6,6,86,large,top,false,false,false,false,
manor_hx_40603,hx_40603,c_0,,,ordinary,20,17.3656,0.3437,0.96,0.186,4,4,41,medium,middle,false,false,false,false,
manor_hx_40836,hx_40836,c_13,,,ordinary,24,19.1474,0.7674,0.7742,0.5081,5,5,40,medium,top,false,false,false,false,
manor_hx_40839,hx_40839,c_2,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.5081,4,4,10,small,bottom,true,false,false,false,
manor_hx_40889,hx_40889,c_0,,,ordinary,120,97.957,0.1191,0.9562,0.1085,7,8,112,large,top,false,false,false,false,
manor_hx_41119,hx_41119,c_2,baronial_seat,baronial_seat,elite,4,3.6288,0.5208,0.96,0.5589,4,4,8,small,bottom,true,false,false,false,
manor_hx_41122,hx_41122,c_2,,,ordinary,24,20.6833,0.316,0.96,0.4064,8,8,41,medium,top,false,false,false,false,
manor_hx_41135,hx_41135,c_2,,,ordinary,9,8.9943,0.9722,0.96,0.3719,6,7,12,small,middle,false,true,false,false,
manor_hx_41141,hx_41141,c_14,,,ordinary,12,10.9444,0.5417,0.96,0.4729,5,5,17,small,middle,false,false,false,false,
manor_hx_41161,hx_41161,c_12,,,ordinary,289,232.7468,0.1,0.9473,0.1329,11,12,150,large,top,false,true,false,false,
manor_hx_41188,hx_41188,c_3,,,ordinary,39,32.9279,0.2348,0.96,0.4006,7,9,150,large,top,false,false,false,false,
manor_hx_41409,hx_41409,c_2,,,ordinary,21,18.9214,0.4921,0.96,0.305,7,7,41,medium,top,false,false,false,false,
manor_hx_41465,hx_41465,c_3,,,ordinary,43,36.2163,0.2255,0.96,0.5007,7,9,111,large,top,false,false,false,false,
manor_hx_41473,hx_41473,c_3,,,ordinary,31,26.7936,0.3817,0.9452,0.3469,6,6,115,large,top,false,false,false,false,
manor_hx_41691,hx_41691,c_2,baronial_seat,baronial_seat,elite,4,3.799,0.7084,0.96,0.3486,3,3,12,small,bottom,true,false,false,false,
manor_hx_41693,hx_41693,c_2,,,ordinary,9,8.7694,0.8148,0.96,0.305,7,8,9,small,middle,false,true,false,false,
manor_hx_41699,hx_41699,c_2,,,ordinary,9,8.6538,0.7593,0.96,0.3869,5,6,8,small,middle,false,true,false,false,
manor_hx_41746,hx_41746,c_3,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.5341,4,4,11,small,bottom,true,false,false,false,
manor_hx_41751,hx_41751,c_3,baronial_seat,baronial_seat,elite,4,3.7041,0.6041,0.96,0.4269,3,3,10,small,bottom,true,false,false,false,
manor_hx_41957,hx_41957,c_13,,,ordinary,12,10.5032,0.6667,0.8833,0.7113,5,5,15,small,middle,false,false,false,false,
manor_hx_41961,hx_41961,c_2,,,ordinary,14,12.5054,0.4583,0.96,0.6097,7,7,41,medium,middle,false,false,false,false,
manor_hx_41976,hx_41976,c_2,abbey_site,abbey_site,elite,4,3.9553,0.8958,0.96,0.3745,5,4,17,small,middle,true,false,false,false,
manor_hx_41977,hx_41977,c_2,baronial_seat,baronial_seat,elite,4,3.9534,0.875,0.96,0.3511,5,5,15,small,middle,true,false,false,false,
manor_hx_42026,hx_42026,c_3,baronial_seat,baronial_seat,elite,4,3.6853,0.5833,0.96,0.5007,4,4,14,small,bottom,true,false,false,false,
manor_hx_42257,hx_42257,c_2,,,ordinary,9,8.5004,0.6852,0.96,0.3511,6,6,12,small,middle,false,false,false,false,
manor_hx_42263,hx_42263,c_12,,,ordinary,99,81.2362,0.1252,0.96,0.301,6,7,134,large,top,false,false,false,false,
manor_hx_42312,hx_42312,c_3,,,ordinary,9,8.5386,0.7037,0.96,0.3735,6,6,12,small,middle,false,true,false,false,
manor_hx_42517,hx_42517,c_13,abbey_site,abbey_site,elite,4,3.8758,0.7916,0.96,0.7113,4,4,9,small,bottom,true,false,false,false,
manor_hx_42519,hx_42519,c_13,county_seat,county_seat|county_castle|market_town,elite,12,11.6101,0.7847,0.96,0.8129,9,9,13,small,middle,true,false,false,false,
manor_hx_42525,hx_42525,c_2,,,ordinary,17,14.6975,0.3284,0.96,0.5081,6,7,35,medium,middle,false,false,false,false,
manor_hx_42532,hx_42532,c_2,,,ordinary,20,17.8665,0.4583,0.96,0.2832,6,7,30,medium,middle,false,false,false,false,
manor_hx_42589,hx_42589,c_3,,,ordinary,18,14.5268,0.8657,0.7556,0.434,5,6,24,medium,middle,false,false,false,false,
manor_hx_42596,hx_42596,c_14,,,ordinary,63,42.2718,0.7712,0.639,0.2935,3,3,128,large,top,false,false,false,false,
manor_hx_42796,hx_42796,c_13,,,ordinary,17,11.2767,0.9069,0.6224,0.6097,5,5,19,small,middle,false,false,false,false,
manor_hx_42799,hx_42799,c_13,baronial_seat,baronial_seat,elite,4,3.8758,0.7916,0.96,0.7621,3,3,13,small,bottom,true,false,false,false,
manor_hx_42821,hx_42821,c_14,,,ordinary,26,22.8376,0.3894,0.96,0.2575,6,6,43,medium,top,false,false,false,false,
manor_hx_42866,hx_42866,c_3,,,ordinary,32,26.7076,0.5208,0.8738,0.4006,4,4,139,large,top,false,false,false,false,
manor_hx_43082,hx_43082,c_2,,,ordinary,9,8.3111,0.5926,0.96,0.6605,5,5,15,small,middle,false,true,false,false,
manor_hx_43096,hx_43096,c_2,,,ordinary,17,15.1402,0.4461,0.96,0.2809,6,6,41,medium,middle,false,false,false,false,
manor_hx_43364,hx_43364,c_2,abbey_site,abbey_site,elite,4,3.8183,0.7292,0.96,0.5589,5,5,8,small,bottom,true,false,false,false,
manor_hx_43369,hx_43369,c_2,,,ordinary,17,15.4013,0.5147,0.96,0.3708,6,6,25,medium,middle,false,false,false,false,
manor_hx_43434,hx_43434,c_12,,,ordinary,118,73.1054,0.8065,0.5776,0.2671,3,3,96,large,top,false,false,false,false,
manor_hx_43639,hx_43639,c_13,,,strategic,11,4.3358,0.9394,0.3527,0.6097,3,3,17,small,middle,false,true,false,false,
manor_hx_43645,hx_43645,c_2,baronial_seat,baronial_seat,elite,4,3.8181,0.7292,0.96,0.5081,4,3,14,small,bottom,true,false,false,false,
manor_hx_43646,hx_43646,c_2,,,ordinary,9,8.4437,0.6574,0.96,0.4719,7,7,9,small,middle,false,true,false,false,
manor_hx_43660,hx_43660,c_2,,,ordinary,17,14.7704,0.348,0.96,0.2341,5,5,27,medium,middle,false,false,false,false,
manor_hx_43705,hx_43705,c_0,,,ordinary,79,60.1344,0.2046,0.861,0.2671,4,5,80,large,top,false,false,false,true,
manor_hx_43933,hx_43933,c_2,,,ordinary,19,17.5828,0.6009,0.96,0.2359,6,6,49,medium,middle,false,false,false,false,
manor_hx_44204,hx_44204,c_2,,,ordinary,9,6.7097,0.9074,0.7178,0.6107,7,7,15,small,middle,false,true,false,false,
manor_hx_44484,hx_44484,c_2,,,strategic,9,6.8997,0.8889,0.7356,0.6514,3,3,10,small,middle,false,true,false,false,
manor_hx_44768,hx_44768,c_2,,,ordinary,12,8.8176,0.875,0.725,0.4885,8,7,13,small,middle,false,false,false,false,
manor_hx_44772,hx_44772,c_2,,,ordinary,12,10.7684,0.8472,0.8817,0.3257,6,6,13,small,middle,false,false,false,false,
manor_hx_44779,hx_44779,c_2,,,ordinary,19,17.4506,0.5702,0.96,0.1404,6,6,52,medium,middle,false,false,false,false,
manor_hx_45056,hx_45056,c_2,,,ordinary,14,13.4316,0.75,0.96,0.1628,6,6,51,medium,middle,false,false,false,false,
manor_hx_45063,hx_45063,c_12,,,ordinary,52,44.1984,0.2599,0.96,0.117,6,6,104,large,top,false,false,false,false,
manor_hx_45607,hx_45607,c_2,,,ordinary,16,11.6608,0.8958,0.7063,0.4885,4,4,15,small,middle,false,false,false,false,
manor_hx_45663,hx_45663,c_7,,,ordinary,148,91.108,0.5176,0.6286,0.0666,6,6,150,large,top,false,false,false,true,
manor_hx_45664,hx_45664,c_12,abbey_site,abbey_site,elite,4,3.5174,0.3958,0.96,0.071,3,3,15,small,bottom,true,false,false,false,
manor_hx_45891,hx_45891,c_10,,,ordinary,14,13.6817,0.8274,0.96,0.3664,8,8,39,medium,middle,false,false,false,false,
manor_hx_45895,hx_45895,c_10,,,ordinary,15,10.8944,0.9111,0.7093,0.2036,5,5,13,small,middle,false,false,false,false,
manor_hx_45901,hx_45901,c_10,,,ordinary,12,9.8318,0.875,0.8033,0.0808,6,6,9,small,middle,false,false,false,false,
