id,type,route_access_score,route_degree,travel_cost_to_nearest_market_town,travel_cost_to_nearest_county_seat,travel_cost_to_nearest_bishop_seat,nearest_trunk_route_distance
manor_hx_46508,ordinary,0.0532,4,55.36,55.36,94.112,0
manor_hx_46733,elite_complex,0.285,3,23.528,23.528,116.676,0
manor_hx_47012,ordinary,0.285,6,24.912,24.912,118.06,0
manor_hx_47014,elite_complex,0.2586,4,24.912,24.912,118.06,0
manor_hx_47016,ordinary,0.2263,7,26.296,26.296,118.06,0
manor_hx_47023,ordinary,0.1131,5,35.984,35.984,114.532,0
manor_hx_47045,elite_complex,0,3,51.208,51.208,113.488,0
manor_hx_47307,ordinary,0.0485,4,40.136,40.136,113.148,0
manor_hx_47580,ordinary,0.1616,5,31.832,31.832,118.06,0
manor_hx_48136,ordinary,0.2163,3,30.448,30.448,123.596,0
manor_hx_48723,ordinary,0,4,59.512,59.512,121.792,0
