project_id,source_project_id,source_kind,temporal_bucket,manor_id,manor_label,county_id,county_label,holding_type,governing_actor_boundary,governing_actor_id,governing_actor_name,asset_surface_id,surface_key,surface_name,catalog_package_id,catalog_package_name,project_kind,action_class,cost_profile,start_year,expected_completion_year,percent_complete_1120_candidate,state_1120_candidate,condition_basis,selection_basis,candidate_accountable_owner_person_id,candidate_accountable_owner_person_name,owner_assignment_basis,source_project_disposition,source_status,economy_bridge_state,runtime_authority,uat1_display_state
manorop_recon_repair_0146_estate_surface_1e87de067d8fa300e2e3,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_24326,Manor of Cairnbrook,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,estate_surface_1e87de067d8fa300e2e3,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_2caa747570ce1b6d4d583400,Eustace Crofter,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0147_estate_surface_105911406422f7eceeb7,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_46797,Manor of Stanley,c_11,Glastonmere,minor_lordship,house,t0h_645c04aeaa765d8e5dec5b73,House Stanley,estate_surface_105911406422f7eceeb7,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_000d401cd6c265c600f5b450,"Robert Booker, manor bailiff reeve",exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0150_estate_surface_44a7aca207cf9fb0af13,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_35878,Manor of Hernmere Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,estate_surface_44a7aca207cf9fb0af13,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_6ed54514baff38f9b4945841,Hugh Reedmere,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0151_estate_surface_98d69d070f46e4771cbf,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_37830,Manor of Honeywick Court,c_5,Orchardmere,minor_lordship,house,t0h_63c0cb4a253ab3b4cab770bb,House Honeywick Court,estate_surface_98d69d070f46e4771cbf,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_d66c09654f04ac0385726bb5,Eustace Baker,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0152_estate_surface_2d94c5ebb69977f62d33,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_29119,Manor of Briarbrook,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,estate_surface_2d94c5ebb69977f62d33,IE-003,Livestock Yard & Stables,EP-04,Animal & Transport Support,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_453f754bb9425f24cc193512,John Redman the Red,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0154_estate_surface_c9900fe6f8b49a6bde9b,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_34441,Manor of Harththorpe Court,c_2,Larkspire,minor_lordship,church_institution,institution:bishopric_larkspire,Bishopric of Larkspire,estate_surface_c9900fe6f8b49a6bde9b,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,impaired,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_2d092fa074ee28cdc90c0d53,John Rolls the White,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0157_estate_surface_392eb13130e8a997a69e,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_42551,Manor of Bookworth Hall,c_9,Eldham,minor_lordship,house,t0h_09c6958b8d7147eab9b741a5,House Bookworth Hall,estate_surface_392eb13130e8a997a69e,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_7560e5afef568c17790b9344,William Shepherd,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0159_estate_surface_bf1a501b9587f28921b7,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_31926,Manor of Larkhurst,c_2,Larkspire,barony,house,t0h_388f8d1a88706db59ea853f5,House Spireway,estate_surface_bf1a501b9587f28921b7,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_2e2059a77584d007bdec7eaa,Alan Chapman the Elder,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0160_estate_surface_490fa298ac5d088ee3aa,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_31931,Manor of Bramstow Hall,c_1,Bramholt,county_domain,house,t0h_2db5b7752e23edf6fe6d9161,House Bramholt,estate_surface_490fa298ac5d088ee3aa,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_a4ad8595dd1f78cbd03b5df1,Cuthbert Spicer,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0162_estate_surface_ea92095efa32d8bedae4,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_36098,Manor of Warequay,c_8,Dunmere,church_fief,church_institution,institution:church_fief_hx_35807,Church temporal package 35807,estate_surface_ea92095efa32d8bedae4,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_d179ed4fea7925806d4f8542,Paul Clerk,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0166_estate_surface_55c09d53c797a3144449,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_50463,Manor of Cinder Court,c_0,Alderwick,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,estate_surface_55c09d53c797a3144449,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_651b831b338e3c5f1b8b88a2,Warin Scribner the Elder,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0167_estate_surface_90ed12c13530c5198110,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_46816,Manor of Downstow Hall,c_11,Glastonmere,crown_domain,crown_public,crown:actor_crown,Crown / Public Realm,estate_surface_90ed12c13530c5198110,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_67fa0ae2eed89c9dbea8f980,Simon Black,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0169_estate_surface_d43c47533eea968562df,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_29404,Manor of Holtacre,c_1,Bramholt,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,estate_surface_d43c47533eea968562df,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_7e652cf408244684aae1052b,Aylwin Penny,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0171_estate_surface_f27d0f7eaae1e096de9c,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_37817,Manor of Kiteham,c_10,Falkenford,barony,house,t0h_ecd504ca915313581c840ac9,House Ridgeford,estate_surface_f27d0f7eaae1e096de9c,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_4640972ce72b8bd3399d1ea2,Alan Dyer the Younger,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0173_estate_surface_0a98d240f7ce3de220e4,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_36426,Manor of Greenford,c_5,Orchardmere,minor_lordship,house,t0h_25748a870a84596f6533e30d,House Greenford,estate_surface_0a98d240f7ce3de220e4,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_f2c10667c91660d46a8514a2,Henry Mercer,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0174_estate_surface_9158f524bf7b4874d36e,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_33904,Manor of Appleton Hall,c_5,Orchardmere,barony,house,t0h_e0bb7cdec06158afdd6df78f,House Holtham,estate_surface_9158f524bf7b4874d36e,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_3202c05954845ee571b00926,Aethelnoth Hazelwood,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0176_estate_surface_4a19fc6c5a80bf523b6f,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_48777,Manor of Hartwell,c_0,Alderwick,crown_domain,crown_public,crown:actor_crown,Crown / Public Realm,estate_surface_4a19fc6c5a80bf523b6f,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_b6d3f96f21fee1d98ecc63f5,Peter Lister the Elder,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0178_estate_surface_538e226845044f21e1ac,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_36983,Manor of Doveworth,c_5,Orchardmere,minor_lordship,house,t0h_eef9b9b1994ad39d2cea2d88,House Doveworth,estate_surface_538e226845044f21e1ac,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_041f5ff2e6fc58e7b2a48d31,Edmund Acre,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0181_estate_surface_4b03c133abbd7cdd6344,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_34682,Manor of Landinghithe Court,c_8,Dunmere,minor_lordship,house,t0h_b5f31af39c6a0223a4121a23,House Landinghithe Court,estate_surface_4b03c133abbd7cdd6344,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_43b1bdfdfde6267c6b352533,Adam Moorfield,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0183_estate_surface_8829eaafed8cc0c72b00,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_44269,Manor of Hawkstow Court,c_10,Falkenford,minor_lordship,house,t0h_ee16efc247481905e0f4c1db,House Wickton,estate_surface_8829eaafed8cc0c72b00,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_874e85468fc3fd7697cee050,"Gilbert Waxman, manor bailiff reeve, called Plain Broadhand",exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0185_estate_surface_9bf130fa85b20e08b551,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_42001,Manor of Bridgestead Court,c_9,Eldham,minor_lordship,house,t0h_9a8cbadd596fea1e1513b0c7,House Eldham,estate_surface_9bf130fa85b20e08b551,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_4913badb64061cb1ca347a44,Ranulf Packer,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0186_estate_surface_67e7190bb651846b93a6,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_31093,Manor of Clereworth,c_1,Bramholt,county_domain,house,t0h_2db5b7752e23edf6fe6d9161,House Bramholt,estate_surface_67e7190bb651846b93a6,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_a2e4a7a791f26aafa10bffff,Geoffrey Mercer the Elder,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0187_estate_surface_10aaf8206dfd8f43275e,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_47335,Manor of Fernley Court,c_13,Ivydale,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,estate_surface_10aaf8206dfd8f43275e,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,impaired,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_a053b544d6c503d56fb014c2,Robert Atwell,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0189_estate_surface_142fdcdd67826c287978,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_39211,Manor of Ulffield Hall,c_4,Northwych,minor_lordship,house,t0h_9ce4c24568f72c1efffab400,House Harrowfieldstead Vale,estate_surface_142fdcdd67826c287978,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_9ec74f85112eeadbcb4e7fe8,"Milo Brook, manor bailiff reeve",exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0191_estate_surface_4e6b48a81f178c4f8cea,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_44829,Manor of Hawkstow,c_10,Falkenford,minor_lordship,house,t0h_f28825d2cf9a087f8f6a346f,House Reedwath,estate_surface_4e6b48a81f178c4f8cea,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_9b82cf566329f1f9abd8dc4e,Aethelred Rolls the Younger,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0193_estate_surface_9bc3c3e24ac4e3a20bb8,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_40593,Manor of Warden Cell,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,estate_surface_9bc3c3e24ac4e3a20bb8,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_13d4a326b231e3a2b90d03fe,Gilbert Lister the Black,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0194_estate_surface_b33a82f0cb74eb3b0c0e,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_29974,Manor of Crossfield Hall,c_1,Bramholt,barony,house,t0h_7e46db163d226f907e88b5c3,House Northmarket,estate_surface_b33a82f0cb74eb3b0c0e,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_8f07dfe1b211d775f6727592,Aethelstan Longman,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0200_estate_surface_c15f84452fa01e1d046a,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_34437,Manor of Ravenbridge,c_4,Northwych,barony,house,t0h_41dd8e59b34a1dad5b06e894,House Hytheford,estate_surface_c15f84452fa01e1d046a,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_56d3fb6f354c7c9a91d5fb09,Edwin Fuller,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0201_estate_surface_41defb5a8f003ebf4f8a,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_55490,Manor of Greybarrow,c_14,Kestrelford,county_domain,house,t0h_01e78db01d2d91786414ba91,House Ivydale,estate_surface_41defb5a8f003ebf4f8a,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_a52f36cf5d00f6b29e7e15df,Edward Small the Elder,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0202_estate_surface_453ffedd9c685f946bc2,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_40346,Manor of Kiteton Hall,c_10,Falkenford,county_domain,house,t0h_4bb316723fc55c9f3d013891,House Falkenford,estate_surface_453ffedd9c685f946bc2,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,impaired,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_8288b6c7ac9eff3c033424f7,Cuthbert Atwood,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0203_estate_surface_7ff14eaed76a1fccdea7,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_42556,Manor of Ashbury Hall,c_9,Eldham,minor_lordship,house,t0h_39033dab69c5dd7546b05432,House Ashham,estate_surface_7ff14eaed76a1fccdea7,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_08db594e751b358f4c78d471,Milo Brook,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0206_estate_surface_a27e13e5c8c288fcb1cf,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_35586,Manor of Withybridge,c_5,Orchardmere,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,estate_surface_a27e13e5c8c288fcb1cf,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_e24885f7ef61b9fda25d0a23,Osbert Scriven,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0209_estate_surface_12cf49b592984fe60eeb,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_47628,Manor of Hollyhurst,c_13,Ivydale,minor_lordship,house,t0h_e2a10bc55ba0431d9cbf24ed,House Hollyhurst,estate_surface_12cf49b592984fe60eeb,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_136f9cc87671ea905a5ce673,Arnold Penman,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0213_estate_surface_fcbef10a14f89a6e1e73,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_45973,Manor of Stonestow,c_11,Glastonmere,minor_lordship,house,t0h_2a8034224fdb92a14e4a037d,House Hallowham Court Paxwick,estate_surface_fcbef10a14f89a6e1e73,IE-004,Field System & Rotation,EP-03,Land & Water Management,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_b364ec262f447caacb58968a,"Ralph Black, manor bailiff reeve",exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0215_estate_surface_1e1b08fe461459c7a56f,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_48731,Manor of Deepminster Court,c_13,Ivydale,minor_lordship,house,t0h_6e210c8acc5a417623ee52fa,House Deepminster Court,estate_surface_1e1b08fe461459c7a56f,IE-002,Storage & Handling,EP-02,Stores & Handling,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,worn,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_70bf685bb2fed297a94c5b05,Aelfwine Spicer,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
manorop_recon_repair_0216_estate_surface_53f374f44d3c81e25915,,seeded_incidence_candidate,period_start_1117_1119,manor_hx_54372,Manor of Gorseley Hall,c_14,Kestrelford,minor_lordship,house,t0h_83624f0579eb0e3d4833cc2d,House Pilgrimham,estate_surface_53f374f44d3c81e25915,IE-001,Estate Core & Working Yard,EP-01,Estate Core & Residence,repair,repair,B1_minor_repair,1117,1118,1.0000,completed_by_1120,impaired,seeded_need_or_opportunity_weighted_by_source_band_and_catalog_eligibility,t0p_801fc7a3e38eeb2a2c0486af,Osbert Atwell,exact_manor_steward_owner_reused_without_office_or_remuneration_change,incidence_selected_from_founder_worked_doctrine,foundation_a_uat_seeded_candidate,candidate_resource_profile_pending_runtime_obligation_bridge,false,admitted_read_only_candidate_history
