condition_observation_id,asset_surface_id,manor_id,manor_label,county_id,county_label,holding_type,governing_actor_boundary,governing_actor_id,governing_actor_name,surface_key,surface_name,condition_kind,condition_state,observation_cutpoint,project_link_count,project_ids,condition_basis,source_status,confidence,runtime_authority,uat1_display_state
condobs_estate_surface_2fd2f904e9120b2538cb,estate_surface_2fd2f904e9120b2538cb,manor_hx_28259,Manor of Withyham,c_6,Wyrmford,minor_lordship,house,t0h_f2f3bf4df3aa134577c19791,House Brookstead Court,IE-005,Drainage & Ditches,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_aa27d81d4c3184176966,estate_surface_aa27d81d4c3184176966,manor_hx_28259,Manor of Withyham,c_6,Wyrmford,minor_lordship,house,t0h_f2f3bf4df3aa134577c19791,House Brookstead Court,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_769462ff51decfb558e5,estate_surface_769462ff51decfb558e5,manor_hx_28259,Manor of Withyham,c_6,Wyrmford,minor_lordship,house,t0h_f2f3bf4df3aa134577c19791,House Brookstead Court,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_5f7fde0e02565192178f,estate_surface_5f7fde0e02565192178f,manor_hx_28259,Manor of Withyham,c_6,Wyrmford,minor_lordship,house,t0h_f2f3bf4df3aa134577c19791,House Brookstead Court,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_2a1e6b92d54fa880dd2c,estate_surface_2a1e6b92d54fa880dd2c,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0384_estate_surface_2a1e6b92d54fa880dd2c,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_221847572cdb88623031,estate_surface_221847572cdb88623031,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-003,Livestock Yard & Stables,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f17f59ebfcc52bedc559,estate_surface_f17f59ebfcc52bedc559,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,1,manorop_recon_repair_0534_estate_surface_f17f59ebfcc52bedc559,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_72abc8a6073884164f8b,estate_surface_72abc8a6073884164f8b,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_6f89bea0ab5ee31aa01c,estate_surface_6f89bea0ab5ee31aa01c,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_46502dedbd444790ef71,estate_surface_46502dedbd444790ef71,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8657bfc71131dfea7950,estate_surface_8657bfc71131dfea7950,manor_hx_28276,Manor of Oakenshaw,c_1,Bramholt,church_fief,church_institution,institution:church_fief_hx_32485,Church temporal package 32485,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,under_construction,1120-01-01,1,impproj_step5ec_b532cffdf82093,linked_project_reconstruction_state_override,foundation_a_uat_seeded_condition_candidate,candidate_high,false,admitted_read_only_condition_posture
condobs_estate_surface_a79ded07549317f00a56,estate_surface_a79ded07549317f00a56,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_repair_1039_estate_surface_a79ded07549317f00a56,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_1a80ee061024b3a1a67d,estate_surface_1a80ee061024b3a1a67d,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_731347b82e0b138f6d2e,estate_surface_731347b82e0b138f6d2e,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_08aa0aa1dd3b0900ea11,estate_surface_08aa0aa1dd3b0900ea11,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_59e5c0f7e96ed6258a00,estate_surface_59e5c0f7e96ed6258a00,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-005,Drainage & Ditches,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_61361e14cf6a31c0f31e,estate_surface_61361e14cf6a31c0f31e,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f21356af96298272dff0,estate_surface_f21356af96298272dff0,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_a020e100847a32301ed1,estate_surface_a020e100847a32301ed1,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_b3c95cdbe74bf0678295,estate_surface_b3c95cdbe74bf0678295,manor_hx_28278,Manor of Holtcross,c_1,Bramholt,barony,house,t0h_7a8576a810b048d4fb1a5349,House Alderton,IE-018,Special Estate Assets,context_only,context_only_unknown,1120-01-01,0,,IE-018_context_surface_no_condition_claim,foundation_a_uat_seeded_condition_candidate,withheld,false,admitted_read_only_condition_posture
condobs_estate_surface_d0a662e8ab488b710890,estate_surface_d0a662e8ab488b710890,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_fedbecb0f28d6fb59f85,estate_surface_fedbecb0f28d6fb59f85,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-002,Storage & Handling,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8c14cafb73e7947cc1fc,estate_surface_8c14cafb73e7947cc1fc,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-003,Livestock Yard & Stables,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_b8c57c38ab55692ad9da,estate_surface_b8c57c38ab55692ad9da,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_a1796f658aefe89fb4af,estate_surface_a1796f658aefe89fb4af,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-005,Drainage & Ditches,operational_adequacy,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_595a9cb3a62209c32e43,estate_surface_595a9cb3a62209c32e43,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_63866df0f4a043f158cb,estate_surface_63866df0f4a043f158cb,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-008,Watch & Ward,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_c91338e985e3eafb53de,estate_surface_c91338e985e3eafb53de,manor_hx_28524,Manor of Brambrook,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d206bff23beacddd7471,estate_surface_d206bff23beacddd7471,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,impproj_step5ec_5ec5f29666fc8e,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_0a844bfe6a24516643ab,estate_surface_0a844bfe6a24516643ab,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_0c0746d14ac2efbe0095,estate_surface_0c0746d14ac2efbe0095,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-003,Livestock Yard & Stables,physical_condition,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_4a2da7e92a03f0fcaa96,estate_surface_4a2da7e92a03f0fcaa96,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f223deb3e3098e8a8197,estate_surface_f223deb3e3098e8a8197,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-005,Drainage & Ditches,operational_adequacy,under_construction,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_2400c709da7d4b9efcd4,estate_surface_2400c709da7d4b9efcd4,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_eb96d61cd56e303851d1,estate_surface_eb96d61cd56e303851d1,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-008,Watch & Ward,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8643b61c07dd73d1c542,estate_surface_8643b61c07dd73d1c542,manor_hx_28527,Manor of Blackwick,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d888bf4f5ff1b6b3f880,estate_surface_d888bf4f5ff1b6b3f880,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_c8755aaa12ad73965506,estate_surface_c8755aaa12ad73965506,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_ab8daf36fdc00bbbac00,estate_surface_ab8daf36fdc00bbbac00,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0313_estate_surface_ab8daf36fdc00bbbac00,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_6fe0a0823a268da08191,estate_surface_6fe0a0823a268da08191,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,1,manorop_recon_repair_0776_estate_surface_6fe0a0823a268da08191,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_7dcb96d49f3069648238,estate_surface_7dcb96d49f3069648238,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-005,Drainage & Ditches,operational_adequacy,under_construction,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f909fd9a089f1a941955,estate_surface_f909fd9a089f1a941955,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_019e9d70e1a1d397b21e,estate_surface_019e9d70e1a1d397b21e,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-008,Watch & Ward,operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_de37e9898211e38c0c84,estate_surface_de37e9898211e38c0c84,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_a946881d330dece70879,estate_surface_a946881d330dece70879,manor_hx_28534,Manor of Fenminster Hall,c_6,Wyrmford,church_fief,church_institution,institution:church_fief_hx_29372,Church temporal package 29372,IE-018,Special Estate Assets,context_only,context_only_unknown,1120-01-01,0,,IE-018_context_surface_no_condition_claim,foundation_a_uat_seeded_condition_candidate,withheld,false,admitted_read_only_condition_posture
condobs_estate_surface_addbd7a7854fc3c50045,estate_surface_addbd7a7854fc3c50045,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0195_estate_surface_addbd7a7854fc3c50045,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_9c298df65839971b4e86,estate_surface_9c298df65839971b4e86,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-002,Storage & Handling,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_b29a16da29aa2c7d903e,estate_surface_b29a16da29aa2c7d903e,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-003,Livestock Yard & Stables,physical_condition,worn,1120-01-01,1,manorop_recon_repair_0043_estate_surface_b29a16da29aa2c7d903e,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d3251cbde70876cac16b,estate_surface_d3251cbde70876cac16b,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,1,manorop_recon_repair_0757_estate_surface_d3251cbde70876cac16b,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_b4cbf773ebc0a8dd7018,estate_surface_b4cbf773ebc0a8dd7018,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_c2fdc965763a80d278fa,estate_surface_c2fdc965763a80d278fa,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_390801cac1ba7bc39e75,estate_surface_390801cac1ba7bc39e75,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f0be426c94b77846a481,estate_surface_f0be426c94b77846a481,manor_hx_28537,Manor of Withyley Hall,c_6,Wyrmford,minor_lordship,church_institution,institution:bishopric_wyrmford,Bishopric of Wyrmford,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_e988416707fc3ae38f10,estate_surface_e988416707fc3ae38f10,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_c6b7cf4902604f77ad86,estate_surface_c6b7cf4902604f77ad86,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-002,Storage & Handling,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_243f322a2e7b0e3b6a2c,estate_surface_243f322a2e7b0e3b6a2c,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-003,Livestock Yard & Stables,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_0a6e9f223af205f8ff47,estate_surface_0a6e9f223af205f8ff47,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-004,Field System & Rotation,operational_adequacy,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_68aa7b6a9a21490be7d5,estate_surface_68aa7b6a9a21490be7d5,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_48013a0f6989e70da1fa,estate_surface_48013a0f6989e70da1fa,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_274e95c5f4a0fa19a21e,estate_surface_274e95c5f4a0fa19a21e,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8b2fba09fdd04301f672,estate_surface_8b2fba09fdd04301f672,manor_hx_28540,Manor of Osiercroft,c_6,Wyrmford,minor_lordship,house,t0h_55f86ef582d013289ce869ef,House East Croft,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_9d7b084dd511d2b82876,estate_surface_9d7b084dd511d2b82876,manor_hx_28569,Manor of Holtstow,c_1,Bramholt,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_repair_1000_estate_surface_9d7b084dd511d2b82876,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_dafc7a2b1e29fe796dd2,estate_surface_dafc7a2b1e29fe796dd2,manor_hx_28569,Manor of Holtstow,c_1,Bramholt,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,1,manorop_recon_repair_1356_estate_surface_dafc7a2b1e29fe796dd2,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_47b5f0c4e12566b7ffa8,estate_surface_47b5f0c4e12566b7ffa8,manor_hx_28569,Manor of Holtstow,c_1,Bramholt,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-003,Livestock Yard & Stables,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
