facility_id,facility_business_key,facility_kind,facility_type,parent_manor_id,parent_local_community_unit_id,jurisdiction,parent_asset_surface_id,parent_surface_key,operational_state,fortification_posture,coverage_requirement,coverage_state,named_post_assignment_id,functional_custody_assignment_id,fortification_profile_id,right_register_row_id,access_or_right_family,right_holder_entity_key,beneficiary_entity_key,appointing_authority_entity_key,security_responsibility_instance_id,security_accountable_owner_person_id,security_accountable_owner_person_name,franchise_instance_state,franchise_responsibility_instance_id,franchise_candidate_instance_key,franchise_candidate_owner_person_id,franchise_candidate_owner_person_name,revenue_instance_state,revenue_candidate_instance_key,revenue_candidate_owner_person_id,revenue_candidate_owner_person_name,gate_access_profile,custody_profile,equipment_or_armory_profile,standing_force_profile,condition_fact_state,security_identity_coverage_runtime_authority,operation_runtime_authority,fiscal_runtime_authority,current_pas_eligible,source_status,materialization_approval
uatfacility_09ee9cc10c4d4698a83b0951,specialized_facility:STEP6DB-RIGHT-SELECTED-000074:market_hx_44573_184,local_functional_facility,market,manor_hx_44573,lcu_registry_sett_hx_44573,Glastonmere,estate_surface_78f33c195edc9293d99d,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_09ee9cc10c4d4698a83b0951,,STEP6DB-RIGHT-SELECTED-000074,market_fair_franchise,institution:archbishopric_of_eldham,institution:archbishopric_of_eldham,institution:royal_crown_falvier_apparatus,cri2_fdeae0239638ab091480d1e6,t0p_a0330c5ebc54fec7656e07d6,Michael Cooper the Younger,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_09ee9cc10c4d4698a83b0951,t0p_88d57d06b225ec41a0d64823,John the Elder of Eldham,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_09ee9cc10c4d4698a83b0951,t0p_88d57d06b225ec41a0d64823,John the Elder of Eldham,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_0b3436146af20ce4a766c5e2,specialized_facility:STEP6DB-RIGHT-SELECTED-000136:toll_point_hx_29126_10,controlled_crossing,toll_point,manor_hx_29126,lcu_registry_sett_hx_29126,Bramholt,estate_surface_9212ccfecb263594cfb6,IE-009,active,,named_post,named_post_covered,security-post:crossing:uatfacility_0b3436146af20ce4a766c5e2,,,STEP6DB-RIGHT-SELECTED-000136,bridge_ferry_toll_route,house:house_arcemont_lower_oy6l,house:house_arcemont_lower_oy6l,institution:royal_crown_falvier_apparatus,cri2_bfec2f8a099267debf1eaccf,t0p_198ad8d78941783f8f1168a6,Robert Longfield,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_0b3436146af20ce4a766c5e2,t0p_d1fb4e942216a71b49afe735,Adam Penny,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_0b3436146af20ce4a766c5e2,t0p_269ec895192a4e3b54cbe8c5,Odo Waterfield the Elder,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_0d71febbce4e66f88cc4f007,specialized_facility:STEP6DB-RIGHT-SELECTED-000038:market_hx_37279_449,local_functional_facility,market,manor_hx_37279,lcu_rural_manor_hx_37279,Orchardmere,estate_surface_3e580e76e1e3ec89a4c8,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_0d71febbce4e66f88cc4f007,,STEP6DB-RIGHT-SELECTED-000038,market_fair_franchise,house:house_nerac_gate_u640,house:house_nerac_gate_u640,institution:royal_crown_falvier_apparatus,cri2_193153ecc1e286acf5cbe62a,t0p_5e705891ba9244eb4b233531,Adam Riverfield the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_0d71febbce4e66f88cc4f007,t0p_9aacb0c7552db8b7dce60094,Walter the Elder of Greenwick Hall,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_0d71febbce4e66f88cc4f007,t0p_b865ff7bbe13b19642d122f7,William White,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_0dd3d1da942df9cadc0df222,specialized_facility:STEP6DB-RIGHT-SELECTED-000100:market_hx_51274_210,local_functional_facility,market,manor_hx_51274,lcu_registry_sett_hx_51274,Ivydale,estate_surface_25e920310aa715a41623,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_0dd3d1da942df9cadc0df222,,STEP6DB-RIGHT-SELECTED-000100,market_fair_franchise,institution:bishopric_of_harrowfield,institution:bishopric_of_harrowfield,institution:royal_crown_falvier_apparatus,cri2_47ceb566a9c7b0ac19d936db,t0p_5774fafed11313cf278fc346,Aylwin Rider the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_0dd3d1da942df9cadc0df222,t0p_e2e2034c29e9b248f6c28f01,Arnketil the Elder of Greenbrook,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_0dd3d1da942df9cadc0df222,t0p_e2e2034c29e9b248f6c28f01,Arnketil the Elder of Greenbrook,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_0e0e79c92f69f7173bc7901a,specialized_facility:STEP6DB-RIGHT-SELECTED-000161:manor_hx_36663,port_harbor,ports_coastal_external_market_context,manor_hx_36663,,Eldham,estate_surface_052eff539207730956c5,IE-011,active,,named_post,named_post_covered,security-post:port:uatfacility_0e0e79c92f69f7173bc7901a,,,STEP6DB-RIGHT-SELECTED-000161,ports_coastal_external_market,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,cri2_ac659fe2d083be851ab0e7e8,t0p_0a1a28bbb48ef783f054c1d4,Osbert Candler,current_conditional_instance,cri2_c6ff1c4c9689ca9fa5effb08,,,,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_0e0e79c92f69f7173bc7901a,t0p_1f9ab077e95092653d560763,Florent Falvier,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_0f627fa257fe90d51400d977,specialized_facility:STEP6DB-RIGHT-SELECTED-000163:manor_hx_58851,port_harbor,ports_coastal_external_market_context,manor_hx_58851,,Kestrelford,estate_surface_7456e8337065c25c571c,IE-011,active,,named_post,named_post_covered,security-post:port:uatfacility_0f627fa257fe90d51400d977,,,STEP6DB-RIGHT-SELECTED-000163,ports_coastal_external_market,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,cri2_b566fd024d519a483cb9fb9b,t0p_5642a71308073ba5341cf069,Richard Hayward the Elder,current_conditional_instance,cri2_c4ef3ac7386e4d6d91fed675,,,,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_0f627fa257fe90d51400d977,t0p_1f9ab077e95092653d560763,Florent Falvier,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_109ff694d3f9df4e9285cca5,specialized_facility:STEP6DB-RIGHT-SELECTED-000026:market_hx_35282_404,local_functional_facility,market,manor_hx_35282,lcu_rural_manor_hx_35282,Northwych,estate_surface_01f484a7e98f996a1def,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_109ff694d3f9df4e9285cca5,,STEP6DB-RIGHT-SELECTED-000026,market_fair_franchise,house:house_yvrande_lower_a4t7,house:house_yvrande_lower_a4t7,institution:royal_crown_falvier_apparatus,cri2_3bde9275b926ab1045abee5e,t0p_b5303fd8e1d79c7d4d7828c2,Reginald Toller the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_109ff694d3f9df4e9285cca5,t0p_d39c5036aa07b0a64f002cbd,Hamel the Elder of Wyrmford,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_109ff694d3f9df4e9285cca5,t0p_d39c5036aa07b0a64f002cbd,Hamel the Elder of Wyrmford,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_126943206e16103234ffa548,specialized_facility:STEP6DB-RIGHT-SELECTED-000022:market_hx_34462_380,local_functional_facility,market,manor_hx_34462,lcu_rural_manor_hx_34462,Orchardmere,estate_surface_ad9605688280da737978,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_126943206e16103234ffa548,,STEP6DB-RIGHT-SELECTED-000022,market_fair_franchise,house:house_marelle_east_tok0,house:house_marelle_east_tok0,institution:royal_crown_falvier_apparatus,cri2_360e66ea459d36bfa2ee61d1,t0p_e9c26b5fc33d0962aa49bb84,Nicholas Brewer,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_126943206e16103234ffa548,t0p_10bc704d9cb65b3255b80916,Hugh the Elder of Hawkford,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_126943206e16103234ffa548,t0p_e8fa36ffb476f0499978d4bc,"Robert Woolman, market route records support",unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1380a9e619c77c49b52f5551,specialized_facility:STEP6DB-RIGHT-SELECTED-000045:market_hx_38340_154,local_functional_facility,market,manor_hx_38340,lcu_registry_sett_hx_38340,Dunmere,estate_surface_4a8403c63ff2cf44d497,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_1380a9e619c77c49b52f5551,,STEP6DB-RIGHT-SELECTED-000045,market_fair_franchise,institution:bishopric_of_dunmere,institution:bishopric_of_dunmere,institution:royal_crown_falvier_apparatus,cri2_20355d5fb8afb79ba28bba13,t0p_7da2ab9cee0ee1e7535a616c,Edwin Webber the Younger,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1380a9e619c77c49b52f5551,t0p_f923b27f5d0201454ff85eac,William of Broadhallow Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1380a9e619c77c49b52f5551,t0p_f923b27f5d0201454ff85eac,William of Broadhallow Court,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_13e6abf3515e49b7673dbe08,specialized_facility:STEP6DB-RIGHT-SELECTED-000159:manor_hx_35595,port_harbor,ports_coastal_external_market_context,manor_hx_35595,,Merewatch,estate_surface_7194599643a6157d011c,IE-011,active,,named_post,named_post_covered,security-post:port:uatfacility_13e6abf3515e49b7673dbe08,,,STEP6DB-RIGHT-SELECTED-000159,ports_coastal_external_market,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,cri2_5c4ea2ca3f0bf46ef3e2147e,t0p_db9db62a443edae62f010d60,Reginald Nott the Younger,current_conditional_instance,cri2_9656692ca0cd82411d63ecb1,,,,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_13e6abf3515e49b7673dbe08,t0p_1f9ab077e95092653d560763,Florent Falvier,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1667190525c58ab2c6737d7d,specialized_facility:STEP6DB-RIGHT-SELECTED-000095:market_hx_49894_651,local_functional_facility,market,manor_hx_49894,lcu_rural_manor_hx_49894,Alderwick,estate_surface_d75c60a3e282a683a4ef,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_1667190525c58ab2c6737d7d,,STEP6DB-RIGHT-SELECTED-000095,market_fair_franchise,house:house_javern_ygeu,house:house_javern_ygeu,institution:royal_crown_falvier_apparatus,cri2_bbdb0f1c06a7d826e89a74a2,t0p_b6c8a7b94ae0c19f22fcdf2f,Thomas Scribner the Brown,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1667190525c58ab2c6737d7d,t0p_e0d4588fb0188a215d138ea1,Edward of Hallowham Hall Abbeyworth Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1667190525c58ab2c6737d7d,t0p_e0d4588fb0188a215d138ea1,Edward of Hallowham Hall Abbeyworth Court,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_16a8815568ea82a5d3fc1770,specialized_facility:STEP6DB-RIGHT-SELECTED-000132:fair_hx_54379_224,local_functional_facility,fair,manor_hx_54379,lcu_registry_sett_hx_54379,Alderwick,estate_surface_8a43529a48bbfd4e5891,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_16a8815568ea82a5d3fc1770,,STEP6DB-RIGHT-SELECTED-000132,market_fair_franchise,institution:royal_crown_falvier_apparatus,baronial_demesne_fund:actor_baronial_demesne_replacement_candidate_03,institution:royal_crown_falvier_apparatus,cri2_24dbf85fe7a05ab957062a09,t0p_802b313d47db128127956f3b,Paul Longman the Younger,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_16a8815568ea82a5d3fc1770,t0p_1f9ab077e95092653d560763,Florent Falvier,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_16a8815568ea82a5d3fc1770,t0p_1f9ab077e95092653d560763,Florent Falvier,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_172609a00d4a77c574f2de7e,specialized_facility:STEP6DB-RIGHT-SELECTED-000025:market_hx_35003_129,local_functional_facility,market,manor_hx_35003,lcu_registry_sett_hx_35003,Larkspire,estate_surface_1fbb2b5fd1388ace0246,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_172609a00d4a77c574f2de7e,,STEP6DB-RIGHT-SELECTED-000025,market_fair_franchise,institution:bishopric_of_merewatch,institution:bishopric_of_merewatch,institution:royal_crown_falvier_apparatus,cri2_d46b77c487f6d40f2d9fdf8f,t0p_7503c76b1e33afbe347b712c,Geoffrey Booker the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_172609a00d4a77c574f2de7e,t0p_8c4963d1fe1829e440910c74,Ulric of Grimwold Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_172609a00d4a77c574f2de7e,t0p_8c4963d1fe1829e440910c74,Ulric of Grimwold Court,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_190d475090876553c28b0a2c,specialized_facility:STEP6DB-RIGHT-SELECTED-000089:market_hx_48741_636,local_functional_facility,market,manor_hx_48741,lcu_rural_manor_hx_48741,Ivydale,estate_surface_dca6e3652083c3c94360,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_190d475090876553c28b0a2c,,STEP6DB-RIGHT-SELECTED-000089,market_fair_franchise,house:house_falvier_field_high_l4w5,house:house_falvier_field_high_l4w5,institution:royal_crown_falvier_apparatus,cri2_581a72d2c829947af2b1a37d,t0p_b402356cdbd0943ba7743871,"Richard Longman, manor bailiff reeve",candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_190d475090876553c28b0a2c,t0p_3c4ec73426c1ec84c57fb960,Wouter of Dunware,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_190d475090876553c28b0a2c,t0p_3c4ec73426c1ec84c57fb960,Wouter of Dunware,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1a2addffe3be143aff1aa532,specialized_facility:STEP6DB-RIGHT-SELECTED-000099:market_hx_51273_662,local_functional_facility,market,manor_hx_51273,lcu_rural_manor_hx_51273,Ivydale,estate_surface_40e814799af831363655,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_1a2addffe3be143aff1aa532,,STEP6DB-RIGHT-SELECTED-000099,market_fair_franchise,house:house_haumont_yqjc,house:house_haumont_yqjc,institution:royal_crown_falvier_apparatus,cri2_686fe5788710fff5ba9064db,t0p_fefea981ef1aac41e60a5a40,Ealdred the Elder of Falconhurst,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1a2addffe3be143aff1aa532,t0p_1621a63f89c5f5a25d51b74b,Martin of Fordbury Bannerham,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1a2addffe3be143aff1aa532,t0p_1621a63f89c5f5a25d51b74b,Martin of Fordbury Bannerham,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1a8c43134405c8531b242991,specialized_facility:STEP6DB-RIGHT-SELECTED-000150:toll_point_hx_54663_79,controlled_crossing,toll_point,manor_hx_54663,lcu_registry_sett_hx_54379,Alderwick,estate_surface_43c0f70475acc7da5822,IE-009,active,,named_post,named_post_covered,security-post:crossing:uatfacility_1a8c43134405c8531b242991,,,STEP6DB-RIGHT-SELECTED-000150,bridge_ferry_toll_route,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,institution:royal_crown_falvier_apparatus,cri2_a33a87bfc73879b1b01ded48,t0p_cf545eaa9e1b4748865da003,Odo Ashwood,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1a8c43134405c8531b242991,t0p_72d901c3708f7e4355e0b3d6,Hugh the Younger of Broadhallow Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1a8c43134405c8531b242991,t0p_e89757ad77a93ff8ca054152,Gillis of Broadhallow Court,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1b99148df7141ec079a0b123,specialized_facility:STEP6DB-RIGHT-SELECTED-000182:storage_or_granary_candidate_hx_34487_128,local_functional_facility,storage_or_granary_candidate,manor_hx_34487,lcu_registry_sett_hx_34487,Merewatch,estate_surface_9cd322b225b24acb5108,IE-002,active,,functional_custody,functional_custodian,,security-custody:uatfacility_1b99148df7141ec079a0b123,,STEP6DB-RIGHT-SELECTED-000182,fishery_storage_water_transport,institution:bishopric_of_merewatch,institution:bishopric_of_merewatch,institution:bishopric_of_merewatch,cri2_7508edf74990bd24b20e648e,t0p_454540a212f4addc4d412829,Richard Reader the Younger,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1b99148df7141ec079a0b123,t0p_8c4963d1fe1829e440910c74,Ulric of Grimwold Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1b99148df7141ec079a0b123,t0p_8c4963d1fe1829e440910c74,Ulric of Grimwold Court,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1c8ad0b71df701482cfee97b,specialized_facility:STEP6DB-RIGHT-SELECTED-000016:market_hx_33891_368,local_functional_facility,market,manor_hx_33891,lcu_rural_manor_hx_33891,Larkspire,estate_surface_75233320060708f4fcb3,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_1c8ad0b71df701482cfee97b,,STEP6DB-RIGHT-SELECTED-000016,market_fair_franchise,house:house_serevin_south_x1ub,house:house_serevin_south_x1ub,institution:royal_crown_falvier_apparatus,cri2_1802519982bf9ae1a6a951af,t0p_56c0b888a7deb42b4f1db610,John Granger the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1c8ad0b71df701482cfee97b,t0p_0ea3406eb9e26599d5229617,Fulke of Larkspire,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1c8ad0b71df701482cfee97b,t0p_0ea3406eb9e26599d5229617,Fulke of Larkspire,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_1eac6a9852387359ca01b429,specialized_facility:STEP6DB-RIGHT-SELECTED-000151:toll_point_hx_57175_84,controlled_crossing,toll_point,manor_hx_57175,lcu_rural_manor_hx_56893,Kestrelford,estate_surface_2ec585a65083a6c2cb0d,IE-009,active,,named_post,named_post_covered,security-post:crossing:uatfacility_1eac6a9852387359ca01b429,,,STEP6DB-RIGHT-SELECTED-000151,bridge_ferry_toll_route,house:house_falvier_hill_48fn,house:house_falvier_hill_48fn,institution:royal_crown_falvier_apparatus,cri2_c87defdcab601a546b54c0f4,t0p_c4097dde92ada712b913db1f,Arnaud Sealer the Elder,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_1eac6a9852387359ca01b429,t0p_3a551f31060008fc6d3c111e,Renaud the Elder of Ivydale,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_1eac6a9852387359ca01b429,t0p_da25a4e969b615e98d4953db,Adam Scribner the Younger,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_213b78702d2e047eacfdb996,specialized_facility:STEP6DB-RIGHT-SELECTED-000128:fair_hx_50742_208,local_functional_facility,fair,manor_hx_50742,lcu_registry_sett_hx_50742,Alderwick,estate_surface_2a90f4be23935f570215,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_213b78702d2e047eacfdb996,,STEP6DB-RIGHT-SELECTED-000128,market_fair_franchise,house:house_valcroix_march_o5hq,house:house_valcroix_march_o5hq,institution:royal_crown_falvier_apparatus,cri2_a371da50d0d6aa141aa51d4a,t0p_6cf03a125f8534ad3fb4a2e0,Fulk Redman,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_213b78702d2e047eacfdb996,t0p_d7a12a16350b799321c05621,Ralph of Pilgrimwick Court,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_213b78702d2e047eacfdb996,t0p_6a0e01baa34866e1016bfc80,Bartholomew Redman,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
uatfacility_225b407c6fdd47499913f9b1,specialized_facility:STEP6DB-RIGHT-SELECTED-000032:market_hx_36087_422,local_functional_facility,market,manor_hx_36087,lcu_rural_manor_hx_36087,Dunmere,estate_surface_20235cbf622a88ef7549,IE-010,active,,functional_custody,functional_custodian,,security-custody:uatfacility_225b407c6fdd47499913f9b1,,STEP6DB-RIGHT-SELECTED-000032,market_fair_franchise,house:house_ivrel_march_k9x8,house:house_ivrel_march_k9x8,institution:royal_crown_falvier_apparatus,cri2_7c4e5718d86b60d378a55fa4,t0p_ec2f7aed69524b3a7bbbcae1,Simon Candler the White,candidate_exact_owner_not_admitted,,courtos.responsibility.franchise_operations:uatfacility_225b407c6fdd47499913f9b1,t0p_2c171fd75c8696a3437e74d3,Reginald the Younger of Cliffbeck,candidate_exact_owner_not_admitted,courtos.responsibility.revenue_right_administration_collection:uatfacility_225b407c6fdd47499913f9b1,t0p_5bd6fe876c0ed51da98b82bd,Herbert Waxman,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_or_not_independently_admitted,unknown_no_direct_current_condition_observation,1,false,false,true,admitted_security_facility_assignment_runtime_input,FOUNDER_APPROVED_PHASE_FIVE_SECURITY_MATERIALIZATION_2026_07_29
