step6cs_exact_route_row_id,source_step6cp_execution_row_id,source_step6co_execution_row_id,source_full_route_row_id,source_component,regularity,flow_family,contract_family,resource_id,movement_annualized_amount_year,transport_load_score_year,supplier_entity_id,supplier_entity_label,supplier_sector,supplier_anchor_type,supplier_anchor_id,supplier_county,receiver_or_buyer_entity_id,receiver_or_buyer_entity_label,receiver_or_buyer_sector,receiver_or_buyer_anchor_type,receiver_or_buyer_anchor_id,receiver_or_buyer_county,county_corridor,movement_scope,likely_mode,route_confidence,atomic_counterparty_status,carrier_posture,primary_carrier_entity_id,primary_carrier_label,transport_fee_status,transport_service_fee_coin_year_candidate,right_allocation_candidate_count,right_allocated_net_coin_year_candidate,right_allocation_family_mix,right_allocation_row_id_mix,right_allocation_status_mix,underbuilt_corridor_status,underbuilt_project_row_ids,transport_layer_status,exact_route_master_status,pnl_opening_balance_disposition,working_authority_source_candidate,source_candidate_only,live_posting_authorized,live_route_authorized,live_pnl_fold_authorized,live_transport_cost_effect_authorized,live_toll_effect_authorized,live_inventory_mutation_authorized,live_resource_mutation_authorized,non_authorization_status
STEP6CS-EXACT-ROUTE-005931,STEP6CP-EXEC-07626,STEP6CO-EXEC-07626,STEP6CJ-ROUTE-00035894,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_wood_elder_6gi3,House Ridgestead,Lower Houses (1 Manor),house_primary_manor,manor_hx_49327,Alderwick,house:house_eremond_upper_gate_lkf8,House Honeywick Court,Lower Houses (1 Manor),house_primary_manor,manor_hx_37830,Orchardmere,Alderwick -> Orchardmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:alderwick:orchardmere,Alderwick to Orchardmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005932,STEP6CP-EXEC-07627,STEP6CO-EXEC-07627,STEP6CJ-ROUTE-00035895,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_wood_elder_6gi3,House Ridgestead,Lower Houses (1 Manor),house_primary_manor,manor_hx_49327,Alderwick,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Alderwick -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:alderwick:orchardmere,Alderwick to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005933,STEP6CP-EXEC-07628,STEP6CO-EXEC-07628,STEP6CJ-ROUTE-00035896,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_wood_elder_6gi3,House Ridgestead,Lower Houses (1 Manor),house_primary_manor,manor_hx_49327,Alderwick,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Alderwick -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:alderwick:orchardmere,Alderwick to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005934,STEP6CP-EXEC-07629,STEP6CO-EXEC-07629,STEP6CJ-ROUTE-00035897,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_wood_elder_6gi3,House Ridgestead,Lower Houses (1 Manor),house_primary_manor,manor_hx_49327,Alderwick,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Alderwick -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:alderwick:orchardmere,Alderwick to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005935,STEP6CP-EXEC-07630,STEP6CO-EXEC-07630,STEP6CJ-ROUTE-00035898,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,0.50,0.3750,house:house_haumont_wood_elder_6gi3,House Ridgestead,Lower Houses (1 Manor),house_primary_manor,manor_hx_49327,Alderwick,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Alderwick -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:alderwick:orchardmere,Alderwick to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005936,STEP6CP-EXEC-07631,STEP6CO-EXEC-07631,STEP6CJ-ROUTE-00035899,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.00,3.0000,house:house_haumont_younger_jmnc,House Fordbury of Shadeham,Lower Houses (1 Manor),house_primary_manor,manor_hx_53231,Ivydale,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Ivydale -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:ivydale:orchardmere,Ivydale to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005937,STEP6CP-EXEC-07632,STEP6CO-EXEC-07632,STEP6CJ-ROUTE-00035900,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_jmnc,House Fordbury of Shadeham,Lower Houses (1 Manor),house_primary_manor,manor_hx_53231,Ivydale,house:house_eremond_upper_west_qtah,House Shieldham Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_35585,Orchardmere,Ivydale -> Orchardmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:ivydale:orchardmere,Ivydale to Orchardmere water carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005938,STEP6CP-EXEC-07633,STEP6CO-EXEC-07633,STEP6CJ-ROUTE-00035901,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_jmnc,House Fordbury of Shadeham,Lower Houses (1 Manor),house_primary_manor,manor_hx_53231,Ivydale,house:house_eremond_wood_7273,House Hallstead Court,Lower Houses (1 Manor),house_primary_manor,manor_hx_44567,Glastonmere,Ivydale -> Glastonmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:ivydale:glastonmere,Ivydale to Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005939,STEP6CP-EXEC-07634,STEP6CO-EXEC-07634,STEP6CJ-ROUTE-00035902,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_jmnc,House Fordbury of Shadeham,Lower Houses (1 Manor),house_primary_manor,manor_hx_53231,Ivydale,house:house_eremond_wood_west_ad95,House Netfleet,Lower Houses (2+ Manors),house_primary_manor,manor_hx_40842,Dunmere,Ivydale -> Dunmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:ivydale:dunmere,Ivydale to Dunmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005940,STEP6CP-EXEC-07635,STEP6CO-EXEC-07635,STEP6CJ-ROUTE-00035903,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,0.50,0.3750,house:house_haumont_younger_jmnc,House Fordbury of Shadeham,Lower Houses (1 Manor),house_primary_manor,manor_hx_53231,Ivydale,house:house_eremond_wood_west_ad95,House Netfleet,Lower Houses (2+ Manors),house_primary_manor,manor_hx_40842,Dunmere,Ivydale -> Dunmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:ivydale:dunmere,Ivydale to Dunmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005941,STEP6CP-EXEC-07636,STEP6CO-EXEC-07636,STEP6CJ-ROUTE-00035904,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.00,3.0000,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_wood_west_ad95,House Netfleet,Lower Houses (2+ Manors),house_primary_manor,manor_hx_40842,Dunmere,Northwych -> Dunmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:dunmere,Northwych to Dunmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005942,STEP6CP-EXEC-07637,STEP6CO-EXEC-07637,STEP6CJ-ROUTE-00035905,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_wood_younger_o3gl,House Fallowfield,Lower Houses (2+ Manors),house_primary_manor,manor_hx_47616,Ivydale,Northwych -> Ivydale,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_corridor_hauler_underbuilt_public_route,transport_pool:road_corridor:northwych:ivydale,Northwych to Ivydale road corridor carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,underbuilt_public_corridor_project_visible,STEP6CM-DISP-00148|STEP6CM-DISP-00149|STEP6CM-DISP-00150,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005943,STEP6CP-EXEC-07638,STEP6CO-EXEC-07638,STEP6CJ-ROUTE-00035906,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,9.00,6.7500,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_younger_8il1,House Abbeywell,Lower Houses (2+ Manors),house_primary_manor,manor_hx_44285,Glastonmere,Northwych -> Glastonmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:glastonmere,Northwych to Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005944,STEP6CP-EXEC-07639,STEP6CO-EXEC-07639,STEP6CJ-ROUTE-00035907,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_younger_8il1,House Abbeywell,Lower Houses (2+ Manors),house_primary_manor,manor_hx_44285,Glastonmere,Northwych -> Glastonmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:glastonmere,Northwych to Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005945,STEP6CP-EXEC-07640,STEP6CO-EXEC-07640,STEP6CJ-ROUTE-00035908,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_younger_8il1,House Abbeywell,Lower Houses (2+ Manors),house_primary_manor,manor_hx_44285,Glastonmere,Northwych -> Glastonmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:glastonmere,Northwych to Glastonmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005946,STEP6CP-EXEC-07641,STEP6CO-EXEC-07641,STEP6CJ-ROUTE-00035909,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,4.50,3.3750,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_eremond_younger_wood_lfm2,House Hartdale,Lower Houses (1 Manor),house_primary_manor,manor_hx_47894,Ivydale,Northwych -> Ivydale,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_corridor_hauler_underbuilt_public_route,transport_pool:road_corridor:northwych:ivydale,Northwych to Ivydale road corridor carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,underbuilt_public_corridor_project_visible,STEP6CM-DISP-00148|STEP6CM-DISP-00149|STEP6CM-DISP-00150,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005947,STEP6CP-EXEC-07642,STEP6CO-EXEC-07642,STEP6CJ-ROUTE-00035910,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,0.25,0.1875,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_falvier_court_y52p,House Coblefleet,Lower Houses (1 Manor),house_primary_manor,manor_hx_46460,Dunmere,Northwych -> Dunmere,inter_county,water_possible,exact_anchor,exact_entity_and_endpoint,paid_common_carrier_no_specific_asset_visible,transport_pool:water:northwych:dunmere,Northwych to Dunmere water carrier pool,candidate_paid_transport_service_fee,1,1,0.00,ports_coastal_external_market:1,STEP6CN-REPRICE-000160:1,right_allocation_candidate_ready_review_only:1,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005948,STEP6CP-EXEC-07643,STEP6CO-EXEC-07643,STEP6CJ-ROUTE-00035911,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,0.25,0.1875,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_falvier_field_high_l4w5,House Dunware,Lower Houses (2+ Manors),house_primary_manor,manor_hx_36919,Dunmere,Northwych -> Dunmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:dunmere,Northwych to Dunmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
STEP6CS-EXACT-ROUTE-005949,STEP6CP-EXEC-07644,STEP6CO-EXEC-07644,STEP6CJ-ROUTE-00035912,step6ch_materials_goods_procurement_movement,known_irregular_1116_1119,materials_goods_procurement_resource_movement,,goods,2.25,1.6875,house:house_haumont_younger_younger_rrxf,House Oldwell Court,Lower Houses (2+ Manors),house_primary_manor,manor_hx_42575,Northwych,house:house_falvier_field_high_l4w5,House Dunware,Lower Houses (2+ Manors),house_primary_manor,manor_hx_36919,Dunmere,Northwych -> Dunmere,inter_county,road_default_inter_county,exact_anchor,exact_entity_and_endpoint,paid_local_carrier_using_endpoint_asset,transport_pool:local:northwych:dunmere,Northwych to Dunmere local carrier pool,candidate_paid_transport_service_fee,1,0,0.00,,,,no_underbuilt_public_corridor_project_visible,,exact_paid_transport_fee_candidate_review,exact_route_demand_candidate_ready_review_only,candidate_ready_for_pnl_review_not_live,true,true,false,false,false,false,false,false,false,source_candidate_review_only_step6cs_trade_route_master_refresh_no_live_route_no_live_ledger_no_pnl_fold_no_payment_no_due_no_arrear_no_obligation_no_settlement_no_opening_balance_no_stock_lock_no_debt_no_trade_price_no_route_cost_effect_no_toll_effect_no_toll_income_no_inventory_mutation_no_resource_mutation_no_runtime_mutation_no_schema_no_ui_no_turn_no_fixture_no_golden_no_source_status_promotion
