manor_id,seat_hex_id,county_id,primary_role,seat_roles,seat_archetype,hex_count,total_net_productive_capacity,avg_water_access_score,avg_buildability_score,route_access_score,route_degree,territorial_degree,estimated_peasant_households,manor_size_class,capacity_quantile_band,holding_id,holding_type,holding_tier,bishopric_id,archbishopric_id,immediate_lord_actor_id,superior_lord_actor_id,holder_actor_id,holder_actor_type,church_holder_kind,tenure_basis,service_basis,default_succession_incidents,forest_overlay_status,vacancy_rule_family,is_elite,was_repaired,was_merged,was_split,residual_share
manor_hx_34483,hx_34483,c_3,,,ordinary,22,17.3906,0.7879,0.7655,0.4814,7,7,40,medium,middle,barony_hx_34201,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34201,actor_crown,actor_baron_hx_34201,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_34487,hx_34487,c_3,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,13,12.0617,0.6795,0.96,0.6419,5,5,41,medium,middle,church_fief_hx_34487,church_fief,direct,bishopric_hx_34487,archbishopric_01,actor_bishopric_hx_34487,actor_crown,actor_bishopric_hx_34487,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_34488,hx_34488,c_3,baronial_seat,baronial_seat,elite,4,3.6497,0.7292,0.96,0.6018,5,5,12,small,bottom,barony_hx_34488,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34488,actor_crown,actor_baron_hx_34488,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_34491,hx_34491,c_3,,,strategic,11,5.8811,0.947,0.4218,0.4814,3,3,11,small,middle,barony_hx_34488,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34488,actor_crown,actor_baron_hx_34488,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_34686,hx_34686,c_8,,,ordinary,112,67.413,0.526,0.5902,0.3699,7,7,86,large,top,church_fief_hx_35807,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_35807,actor_crown,actor_abbey_hx_35807,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,false,false,false,
manor_hx_34737,hx_34737,c_2,,,ordinary,24,20.3582,0.2533,0.96,0.3435,5,6,30,medium,top,barony_hx_34181,barony,mesne,bishopric_hx_32485,archbishopric_02,actor_baron_hx_34181,actor_crown,actor_baron_hx_34181,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_34760,hx_34760,c_3,,,ordinary,12,8.6933,0.8333,0.7233,0.5505,4,5,20,small,middle,barony_hx_34201,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34201,actor_crown,actor_baron_hx_34201,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_34770,hx_34770,c_3,abbey_site,abbey_site,elite,4,3.6631,0.8125,0.96,0.5215,4,4,7,small,bottom,church_fief_hx_34770,church_fief,direct,bishopric_hx_34487,archbishopric_01,actor_abbey_hx_34770,actor_crown,actor_abbey_hx_34770,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_35003,hx_35003,c_4,county_seat,county_seat|bishop_seat|market_town,elite,11,9.7427,0.4242,0.96,0.5834,7,7,18,small,middle,church_fief_hx_35003,church_fief,direct,bishopric_hx_35003,archbishopric_02,actor_bishopric_hx_35003,actor_crown,actor_bishopric_hx_35003,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_35280,hx_35280,c_6,,,ordinary,55,31.7295,0.8106,0.5207,0.4375,10,11,55,medium,top,barony_hx_34437,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_34437,actor_crown,actor_baron_hx_34437,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35283,hx_35283,c_4,baronial_seat,baronial_seat,elite,4,3.5358,0.4167,0.96,0.5469,3,3,7,small,bottom,barony_hx_35283,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_35283,actor_crown,actor_baron_hx_35283,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_35304,hx_35304,c_2,,,ordinary,13,10.8687,0.891,0.8154,0.3083,6,6,28,medium,middle,barony_hx_34181,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_34181,actor_crown,actor_baron_hx_34181,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35327,hx_35327,c_3,,,ordinary,15,14.0938,0.6722,0.96,0.5215,6,6,52,medium,middle,barony_hx_34488,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34488,actor_crown,actor_baron_hx_34488,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35525,hx_35525,c_8,,,ordinary,30,21.0863,0.775,0.6533,0.317,6,6,68,medium,top,barony_hx_36087,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_36087,actor_crown,actor_baron_hx_36087,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35581,hx_35581,c_2,,,ordinary,12,11.0945,0.5972,0.96,0.2803,5,6,40,medium,middle,barony_hx_34181,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_34181,actor_crown,actor_baron_hx_34181,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35599,hx_35599,c_5,,,ordinary,15,11.68,0.8944,0.7147,0.5505,5,6,31,medium,middle,barony_hx_34476,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34476,actor_crown,actor_baron_hx_34476,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35602,hx_35602,c_5,abbey_site,abbey_site,elite,4,3.9962,0.9584,0.96,0.6776,4,5,11,small,middle,church_fief_hx_35602,church_fief,direct,bishopric_hx_34487,archbishopric_01,actor_abbey_hx_35602,actor_crown,actor_abbey_hx_35602,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_35604,hx_35604,c_5,,,ordinary,9,8.9263,0.8982,0.96,0.5929,6,8,16,small,middle,church_fief_hx_35602,church_fief,direct,bishopric_hx_34487,archbishopric_01,actor_abbey_hx_35602,actor_crown,actor_abbey_hx_35602,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,true,false,false,
manor_hx_35611,hx_35611,c_3,,,ordinary,17,14.0221,0.75,0.8424,0.4814,6,6,40,medium,middle,barony_hx_34488,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34488,actor_crown,actor_baron_hx_34488,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35807,hx_35807,c_8,abbey_site,abbey_site,elite,4,3.6288,0.5208,0.96,0.3529,4,4,15,small,bottom,church_fief_hx_35807,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_35807,actor_crown,actor_abbey_hx_35807,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_35821,hx_35821,c_8,abbey_site,abbey_site,elite,4,2.2048,0.9792,0.445,0.4447,2,2,11,small,bottom,church_fief_hx_35821,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_35821,actor_crown,actor_abbey_hx_35821,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_35844,hx_35844,c_4,,,ordinary,8,6.7339,0.2237,0.96,0.474,5,5,17,small,middle,barony_hx_35283,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_35283,actor_crown,actor_baron_hx_35283,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35858,hx_35858,c_2,,,ordinary,51,41.7957,0.1208,0.96,0.229,7,8,110,large,top,barony_hx_37816,barony,mesne,bishopric_hx_32485,archbishopric_02,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_35882,hx_35882,c_5,county_seat,county_seat|market_town,elite,10,9.9496,0.9333,0.96,0.6352,6,8,12,small,middle,county_domain_hx_35882,county_domain,direct,bishopric_hx_34487,archbishopric_01,actor_count_c_5,actor_crown,actor_count_c_5,count,,county_office_demesne,office_service|court_attendance|military_service,forfeiture|crown_regrant,inactive,crown_regrant,true,false,false,false,
manor_hx_35883,hx_35883,c_5,baronial_seat,baronial_seat,elite,4,3.9981,0.9792,0.96,0.6352,4,4,12,small,middle,barony_hx_35883,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_35883,actor_crown,actor_baron_hx_35883,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_36087,hx_36087,c_8,baronial_seat,baronial_seat,elite,4,3.723,0.625,0.96,0.3308,4,4,6,small,bottom,barony_hx_36087,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_36087,actor_crown,actor_baron_hx_36087,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_36149,hx_36149,c_5,,,ordinary,20,16.5089,0.925,0.775,0.2587,6,7,27,medium,middle,barony_hx_36709,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36156,hx_36156,c_5,,,ordinary,23,17.2788,0.913,0.68,0.3388,4,5,53,medium,middle,barony_hx_36718,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36371,hx_36371,c_8,,,ordinary,66,38.8584,0.7702,0.5594,0.2849,7,9,78,large,top,church_fief_hx_35807,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_35807,actor_crown,actor_abbey_hx_35807,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,false,false,false,
manor_hx_36396,hx_36396,c_6,abbey_site,abbey_site,elite,4,2.3148,0.7916,0.5,0.4697,2,2,8,small,bottom,church_fief_hx_36396,church_fief,direct,bishopric_hx_37798,archbishopric_02,actor_abbey_hx_36396,actor_crown,actor_abbey_hx_36396,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_36402,hx_36402,c_6,,,ordinary,17,11.4418,0.5784,0.6624,0.3646,4,4,41,medium,middle,barony_hx_34437,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_34437,actor_crown,actor_baron_hx_34437,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36426,hx_36426,c_5,,,ordinary,9,8.6347,0.75,0.96,0.2587,7,8,16,small,middle,barony_hx_36709,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36433,hx_36433,c_5,,,ordinary,17,15.4741,0.8529,0.8788,0.199,4,5,51,medium,middle,barony_hx_36718,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36448,hx_36448,c_3,,,ordinary,15,13.8776,0.6,0.96,0.4235,5,6,27,medium,middle,barony_hx_34488,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34488,actor_crown,actor_baron_hx_34488,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36648,hx_36648,c_8,,,ordinary,13,10.4795,0.6859,0.8169,0.2867,5,5,8,small,middle,barony_hx_36087,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_36087,actor_crown,actor_baron_hx_36087,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36703,hx_36703,c_2,,,ordinary,22,19.1571,0.3561,0.96,0.199,6,6,51,medium,top,barony_hx_37816,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36709,hx_36709,c_5,baronial_seat,baronial_seat,elite,4,3.8565,0.7708,0.96,0.2985,4,4,16,small,middle,barony_hx_36709,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_36718,hx_36718,c_5,baronial_seat,baronial_seat,elite,4,3.9553,0.8958,0.96,0.3388,6,4,13,small,middle,barony_hx_36718,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_36720,hx_36720,c_5,,,ordinary,9,8.6345,0.75,0.96,0.4235,7,6,16,small,middle,barony_hx_34476,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_34476,actor_crown,actor_baron_hx_34476,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36724,hx_36724,c_5,,,ordinary,9,8.7117,0.787,0.96,0.5082,6,6,13,small,middle,barony_hx_35883,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_35883,actor_crown,actor_baron_hx_35883,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36734,hx_36734,c_7,,,ordinary,24,21.3022,0.6562,0.9217,0.3587,5,6,30,medium,top,barony_hx_37578,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36745,hx_36745,c_7,,,strategic,20,8.1478,0.9417,0.347,0.3518,2,2,11,small,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_36951,hx_36951,c_6,abbey_site,abbey_site,elite,4,2.3,0.7708,0.5,0.4224,3,2,15,small,bottom,church_fief_hx_36951,church_fief,direct,bishopric_hx_37798,archbishopric_02,actor_abbey_hx_36951,actor_crown,actor_abbey_hx_36951,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_36989,hx_36989,c_5,abbey_site,abbey_site,elite,4,3.7799,0.6875,0.96,0.3184,3,3,18,small,middle,church_fief_hx_36989,church_fief,direct,bishopric_hx_31094,archbishopric_01,actor_abbey_hx_36989,actor_crown,actor_abbey_hx_36989,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_36998,hx_36998,c_5,abbey_site,abbey_site,elite,4,3.8953,0.8125,0.96,0.2964,4,5,11,small,middle,church_fief_hx_36998,church_fief,direct,bishopric_hx_34487,archbishopric_01,actor_abbey_hx_36998,actor_crown,actor_abbey_hx_36998,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_37233,hx_37233,c_6,baronial_seat,baronial_seat,elite,4,3.6664,0.5625,0.96,0.4827,3,2,11,small,bottom,barony_hx_37233,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_37233,actor_crown,actor_baron_hx_37233,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_37235,hx_37235,c_6,,,ordinary,79,41.651,0.8555,0.4658,0.5551,9,11,150,large,top,church_fief_hx_37798,church_fief,direct,bishopric_hx_37798,archbishopric_02,actor_bishopric_hx_37798,actor_crown,actor_bishopric_hx_37798,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,false,false,false,
manor_hx_37239,hx_37239,c_6,,,ordinary,17,11.9968,0.6324,0.6894,0.5551,7,7,29,medium,middle,barony_hx_37800,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_37800,actor_crown,actor_baron_hx_37800,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37270,hx_37270,c_5,,,ordinary,13,11.8654,0.5449,0.96,0.2985,8,9,30,medium,middle,barony_hx_36709,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37278,hx_37278,c_5,,,ordinary,14,12.956,0.6012,0.96,0.2632,7,7,31,medium,middle,barony_hx_36718,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37487,hx_37487,c_8,,,ordinary,102,60.8326,0.7279,0.5725,0.2206,4,4,138,large,top,barony_hx_39442,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_39442,actor_crown,actor_baron_hx_39442,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37492,hx_37492,c_8,,,ordinary,27,14.8119,0.8488,0.523,0.3134,5,5,50,medium,middle,barony_hx_36087,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_36087,actor_crown,actor_baron_hx_36087,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37526,hx_37526,c_6,,,ordinary,106,86.3914,0.1,0.96,0.3873,12,12,93,large,top,barony_hx_38366,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_38366,actor_crown,actor_baron_hx_38366,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_37547,hx_37547,c_5,,,ordinary,17,14.9185,0.3872,0.96,0.2388,6,6,35,medium,middle,barony_hx_36709,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37554,hx_37554,c_5,,,ordinary,19,17.0212,0.4693,0.96,0.2189,5,5,50,medium,middle,barony_hx_36709,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36709,actor_crown,actor_baron_hx_36709,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37568,hx_37568,c_5,,,ordinary,16,14.7434,0.5833,0.96,0.3811,6,8,33,medium,middle,barony_hx_35883,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_35883,actor_crown,actor_baron_hx_35883,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37573,hx_37573,c_7,,,ordinary,19,16.5927,0.3684,0.96,0.4612,4,5,34,medium,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37578,hx_37578,c_7,baronial_seat,baronial_seat,elite,4,3.7419,0.6459,0.96,0.5124,4,4,7,small,bottom,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_37580,hx_37580,c_7,,,ordinary,25,19.1187,0.7867,0.7392,0.5124,6,6,34,medium,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37779,hx_37779,c_8,baronial_seat,baronial_seat,elite,4,2.2104,0.9792,0.38,0.4164,4,4,10,small,bottom,barony_hx_37779,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_37779,actor_crown,actor_baron_hx_37779,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_37798,hx_37798,c_6,county_seat,county_seat|bishop_seat|market_town,elite,11,9.7979,0.447,0.96,0.6832,4,4,10,small,middle,church_fief_hx_37798,church_fief,direct,bishopric_hx_37798,archbishopric_02,actor_bishopric_hx_37798,actor_crown,actor_bishopric_hx_37798,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_37800,hx_37800,c_6,baronial_seat,baronial_seat,elite,4,3.4988,0.375,0.96,0.5978,4,4,10,small,bottom,barony_hx_37800,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_37800,actor_crown,actor_baron_hx_37800,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_37803,hx_37803,c_6,,,ordinary,9,7.3615,0.3056,0.9089,0.4697,8,8,10,small,middle,barony_hx_37800,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_37800,actor_crown,actor_baron_hx_37800,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37816,hx_37816,c_2,baronial_seat,baronial_seat,elite,4,3.3712,0.2292,0.96,0.4086,2,2,8,small,bottom,barony_hx_37816,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_37819,hx_37819,c_2,,,ordinary,22,18.1808,0.153,0.96,0.332,6,6,47,medium,middle,barony_hx_37816,barony,mesne,bishopric_hx_32485,archbishopric_02,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_37842,hx_37842,c_5,,,ordinary,21,18.734,0.4524,0.96,0.3388,7,6,47,medium,middle,barony_hx_36718,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
