combined_row_id,source_surface,entity_id,source_entity_kind,county_id,county_name,anchor_hex_id,tier_or_group,feature_or_form,public_name_before,locked_public_name,locked_root,public_name_state,lock_action,repair_id,approved_identity_id,validation_scope,source_map_mutation_authorized,live_source_mutation_authorized,display_mutation_authorized,graph_mutation_authorized,ui_fixture_golden_runtime_authorized,house_root_donation_authorized,tenure_created,authority_created,rights_or_obligations_created,church_institution_created,market_right_created
lcu:lcu_rural_manor_hx_49026,lcu_working_final_ready,lcu_rural_manor_hx_49026,local_community_unit,c_13,Ivydale,hx_49026,T3_ordinary_local_community,village,Hazelwick,Hazelwick,Hazelwick,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_49308,lcu_working_final_ready,lcu_rural_manor_hx_49308,local_community_unit,c_13,Ivydale,hx_49308,T3_ordinary_local_community,village,Hollowstow,Hollowstow,Hollowstow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_49317,lcu_working_final_ready,lcu_rural_manor_hx_49317,local_community_unit,c_13,Ivydale,hx_49317,T3_ordinary_local_community,village,Springdale,Springdale,Springdale,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_49874,lcu_working_final_ready,lcu_rural_manor_hx_49874,local_community_unit,c_13,Ivydale,hx_49874,T3_ordinary_local_community,village,Dalecote,Dalecote,Dalecote,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_50136,lcu_working_final_ready,lcu_rural_manor_hx_50136,local_community_unit,c_13,Ivydale,hx_50136,T3_ordinary_local_community,village,Ashworth,Ashworth,Ashworth,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_50148,lcu_working_final_ready,lcu_rural_manor_hx_50148,local_community_unit,c_13,Ivydale,hx_50148,T3_ordinary_local_community,village,Ashfield,Ashdown,Ashdown,included_in_source_candidate_lock_view,approved_name_repair_applied,PNC-REPAIR-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_50441,lcu_working_final_ready,lcu_rural_manor_hx_50441,local_community_unit,c_13,Ivydale,hx_50441,T3_ordinary_local_community,village,Fernfield,Fernfield,Fernfield,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_50976,lcu_working_final_ready,lcu_rural_manor_hx_50976,local_community_unit,c_13,Ivydale,hx_50976,T3_ordinary_local_community,village,Springcote,Springcote,Springcote,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_51262,lcu_working_final_ready,lcu_rural_manor_hx_51262,local_community_unit,c_13,Ivydale,hx_51262,T3_ordinary_local_community,village,Cloverbury,Cloverbury,Cloverbury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_51537,lcu_working_final_ready,lcu_rural_manor_hx_51537,local_community_unit,c_13,Ivydale,hx_51537,T3_ordinary_local_community,village,Goatcote,Goatcote,Goatcote,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_51545,lcu_working_final_ready,lcu_rural_manor_hx_51545,local_community_unit,c_13,Ivydale,hx_51545,T3_ordinary_local_community,village,Yewfield,Yewfield,Yewfield,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52382,lcu_working_final_ready,lcu_rural_manor_hx_52382,local_community_unit,c_13,Ivydale,hx_52382,T3_ordinary_local_community,village,Thornworth,Thornworth,Thornworth,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52386,lcu_working_final_ready,lcu_rural_manor_hx_52386,local_community_unit,c_13,Ivydale,hx_52386,T3_ordinary_local_community,village,Valebury,Valebury,Valebury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52388,lcu_working_final_ready,lcu_rural_manor_hx_52388,local_community_unit,c_13,Ivydale,hx_52388,T3_ordinary_local_community,village,Shadeworth,Shadeworth,Shadeworth,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52954,lcu_working_final_ready,lcu_rural_manor_hx_52954,local_community_unit,c_13,Ivydale,hx_52954,T3_ordinary_local_community,village,Hazelham,Hazelham,Hazelham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53231,lcu_working_final_ready,lcu_rural_manor_hx_53231,local_community_unit,c_13,Ivydale,hx_53231,T3_ordinary_local_community,village,Shadeham,Shadeham,Shadeham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53502,lcu_working_final_ready,lcu_rural_manor_hx_53502,local_community_unit,c_13,Ivydale,hx_53502,T3_ordinary_local_community,village,Daleshaw,Daleshaw,Daleshaw,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53510,lcu_working_final_ready,lcu_rural_manor_hx_53510,local_community_unit,c_13,Ivydale,hx_53510,T3_ordinary_local_community,village,Wrenfold,Wrenfold,Wrenfold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53514,lcu_working_final_ready,lcu_rural_manor_hx_53514,local_community_unit,c_13,Ivydale,hx_53514,T3_ordinary_local_community,village,Hartbury,Hartbury,Hartbury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_51564,lcu_working_final_ready,lcu_rural_manor_hx_51564,local_community_unit,c_14,Kestrelford,hx_51564,T4_dependency_or_terrain_edge,dispersed rural community,,Gullcote,Gullcote,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52685,lcu_working_final_ready,lcu_rural_manor_hx_52685,local_community_unit,c_14,Kestrelford,hx_52685,T4_dependency_or_terrain_edge,dispersed rural community,,Brineham,Brineham,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53807,lcu_working_final_ready,lcu_rural_manor_hx_53807,local_community_unit,c_14,Kestrelford,hx_53807,T4_dependency_or_terrain_edge,dispersed rural community,,Cliffton,Cliffton,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_56617,lcu_working_final_ready,lcu_rural_manor_hx_56617,local_community_unit,c_14,Kestrelford,hx_56617,T1_public_center_or_high_consumer,fortified_settlement,,Kestrelwatch,Kestrelwatch,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_56893,lcu_working_final_ready,lcu_rural_manor_hx_56893,local_community_unit,c_14,Kestrelford,hx_56893,T1_public_center_or_high_consumer,fortified_settlement,Hawkbury,Hawkbury,Hawkbury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58015,lcu_working_final_ready,lcu_rural_manor_hx_58015,local_community_unit,c_14,Kestrelford,hx_58015,T1_public_center_or_high_consumer,fortified_settlement,,Southwatch,Southwatch,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58295,lcu_working_final_ready,lcu_rural_manor_hx_58295,local_community_unit,c_14,Kestrelford,hx_58295,T1_public_center_or_high_consumer,fortified_settlement,Kitegate,Kitegate,Kitegate,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58851,lcu_working_final_ready,lcu_rural_manor_hx_58851,local_community_unit,c_14,Kestrelford,hx_58851,T1_public_center_or_high_consumer,fortified_settlement,Ridgecaster,Ridgecaster,Ridgecaster,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58011,lcu_working_final_ready,lcu_rural_manor_hx_58011,local_community_unit,c_14,Kestrelford,hx_58011,T3_ordinary_local_community,hamlet,Brackenwick,Brackenwick,Brackenwick,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58293,lcu_working_final_ready,lcu_rural_manor_hx_58293,local_community_unit,c_14,Kestrelford,hx_58293,T3_ordinary_local_community,hamlet,Northford,Northford,Northford,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_58853,lcu_working_final_ready,lcu_rural_manor_hx_58853,local_community_unit,c_14,Kestrelford,hx_58853,T3_ordinary_local_community,hamlet,Windcross,Windcross,Windcross,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_54939,lcu_working_final_ready,lcu_rural_manor_hx_54939,local_community_unit,c_14,Kestrelford,hx_54939,T2_service_locality,institutional_precinct,Kestrelminster,Kestrelminster,Kestrelminster,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52408,lcu_working_final_ready,lcu_rural_manor_hx_52408,local_community_unit,c_14,Kestrelford,hx_52408,T2_service_locality,market_village,Windwick,Windwick,Windwick,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53530,lcu_working_final_ready,lcu_rural_manor_hx_53530,local_community_unit,c_14,Kestrelford,hx_53530,T2_service_locality,market_village,Brackenham,Brackenham,Brackenham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_54653,lcu_working_final_ready,lcu_rural_manor_hx_54653,local_community_unit,c_14,Kestrelford,hx_54653,T2_service_locality,market_village,Gorseley,Gorseley,Gorseley,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_54937,lcu_working_final_ready,lcu_rural_manor_hx_54937,local_community_unit,c_14,Kestrelford,hx_54937,T2_service_locality,market_village,Scarstead,Scarstead,Scarstead,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_55208,lcu_working_final_ready,lcu_rural_manor_hx_55208,local_community_unit,c_14,Kestrelford,hx_55208,T2_service_locality,market_village,Swiftcote,Swiftcote,Swiftcote,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_55214,lcu_working_final_ready,lcu_rural_manor_hx_55214,local_community_unit,c_14,Kestrelford,hx_55214,T2_service_locality,market_village,Rookridge,Rookridge,Rookridge,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_55490,lcu_working_final_ready,lcu_rural_manor_hx_55490,local_community_unit,c_14,Kestrelford,hx_55490,T2_service_locality,market_village,Greybarrow,Greybarrow,Greybarrow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_55776,lcu_working_final_ready,lcu_rural_manor_hx_55776,local_community_unit,c_14,Kestrelford,hx_55776,T2_service_locality,market_village,Wickbury,Wickbury,Wickbury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_56331,lcu_working_final_ready,lcu_rural_manor_hx_56331,local_community_unit,c_14,Kestrelford,hx_56331,T2_service_locality,market_village,Scarstow,Scarstow,Scarstow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_55197,lcu_working_final_ready,lcu_rural_manor_hx_55197,local_community_unit,c_14,Kestrelford,hx_55197,T4_dependency_or_terrain_edge,terrain-edge cluster,Kitebridge,Kitebridge,Kitebridge,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_57452,lcu_working_final_ready,lcu_rural_manor_hx_57452,local_community_unit,c_14,Kestrelford,hx_57452,T4_dependency_or_terrain_edge,terrain-edge cluster,Fordstow,Fordstow,Fordstow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_registry_sett_hx_52689,lcu_working_final_ready,lcu_registry_sett_hx_52689,local_community_unit,c_14,Kestrelford,hx_52689,T1_public_center_or_high_consumer,town,Oakford,Oakford,Oakford,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_registry_sett_hx_54094,lcu_working_final_ready,lcu_registry_sett_hx_54094,local_community_unit,c_14,Kestrelford,hx_54094,T1_public_center_or_high_consumer,town,Ridgechester,Ridgechester,Ridgechester,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_registry_sett_hx_55495,lcu_working_final_ready,lcu_registry_sett_hx_55495,local_community_unit,c_14,Kestrelford,hx_55495,T1_public_center_or_high_consumer,town,Kestrelcote,Kestrelcote,Kestrelcote,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_registry_sett_hx_56332,lcu_working_final_ready,lcu_registry_sett_hx_56332,local_community_unit,c_14,Kestrelford,hx_56332,T1_public_center_or_high_consumer,town,Kestrelbury,Kestrelbury,Kestrelbury,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_51844,lcu_working_final_ready,lcu_rural_manor_hx_51844,local_community_unit,c_14,Kestrelford,hx_51844,T3_ordinary_local_community,village,Stonestreet,Stonestreet,Stonestreet,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_52124,lcu_working_final_ready,lcu_rural_manor_hx_52124,local_community_unit,c_14,Kestrelford,hx_52124,T3_ordinary_local_community,village,Ashway,Ashway,Ashway,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_53522,lcu_working_final_ready,lcu_rural_manor_hx_53522,local_community_unit,c_14,Kestrelford,hx_53522,T3_ordinary_local_community,village,Cliffbeck,Cliffbeck,Cliffbeck,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_54365,lcu_working_final_ready,lcu_rural_manor_hx_54365,local_community_unit,c_14,Kestrelford,hx_54365,T3_ordinary_local_community,village,Stoneridge,Stoneridge,Stoneridge,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_54924,lcu_working_final_ready,lcu_rural_manor_hx_54924,local_community_unit,c_14,Kestrelford,hx_54924,T3_ordinary_local_community,village,Windbarrow,Windbarrow,Windbarrow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_56058,lcu_working_final_ready,lcu_rural_manor_hx_56058,local_community_unit,c_14,Kestrelford,hx_56058,T3_ordinary_local_community,village,Oakwick,Oakwick,Oakwick,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31926,lcu_working_final_ready,lcu_rural_manor_hx_31926,local_community_unit,c_2,Larkspire,hx_31926,T4_dependency_or_terrain_edge,dispersed rural community,,Larkhurst,Larkhurst,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31929,lcu_working_final_ready,lcu_rural_manor_hx_31929,local_community_unit,c_2,Larkspire,hx_31929,T4_dependency_or_terrain_edge,dispersed rural community,,Fenwick,Fenwick,included_in_working_authority_name_closure,approved_blank_name_closure_applied,V04-PLACE-MANOR-LCU-BLANK-NAME-AND-QA-PERSON-NAME-CLOSURE-MATERIALIZATION-001,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31070,lcu_working_final_ready,lcu_rural_manor_hx_31070,local_community_unit,c_2,Larkspire,hx_31070,T3_ordinary_local_community,hamlet,Spireminster,Spireminster,Spireminster,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31909,lcu_working_final_ready,lcu_rural_manor_hx_31909,local_community_unit,c_2,Larkspire,hx_31909,T3_ordinary_local_community,hamlet,Keldend,Keldend,Keldend,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32195,lcu_working_final_ready,lcu_rural_manor_hx_32195,local_community_unit,c_2,Larkspire,hx_32195,T3_ordinary_local_community,hamlet,Hallowwold,Hallowwold,Hallowwold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_29396,lcu_working_final_ready,lcu_rural_manor_hx_29396,local_community_unit,c_2,Larkspire,hx_29396,T2_service_locality,institutional_precinct,Greyfriars,Greyfriars,Greyfriars,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_29676,lcu_working_final_ready,lcu_rural_manor_hx_29676,local_community_unit,c_2,Larkspire,hx_29676,T2_service_locality,institutional_precinct,Stonecell,Stonecell,Stonecell,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_29959,lcu_working_final_ready,lcu_rural_manor_hx_29959,local_community_unit,c_2,Larkspire,hx_29959,T2_service_locality,institutional_precinct,Keldby,Keldby,Keldby,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_30238,lcu_working_final_ready,lcu_rural_manor_hx_30238,local_community_unit,c_2,Larkspire,hx_30238,T2_service_locality,institutional_precinct,Breckthorpe,Breckthorpe,Breckthorpe,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_30514,lcu_working_final_ready,lcu_rural_manor_hx_30514,local_community_unit,c_2,Larkspire,hx_30514,T2_service_locality,institutional_precinct,Spirewold,Spirewold,Spirewold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_30517,lcu_working_final_ready,lcu_rural_manor_hx_30517,local_community_unit,c_2,Larkspire,hx_30517,T2_service_locality,institutional_precinct,Halegarth,Halegarth,Halegarth,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31074,lcu_working_final_ready,lcu_rural_manor_hx_31074,local_community_unit,c_2,Larkspire,hx_31074,T2_service_locality,institutional_precinct,Larkstow,Larkstow,Larkstow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31081,lcu_working_final_ready,lcu_rural_manor_hx_31081,local_community_unit,c_2,Larkspire,hx_31081,T2_service_locality,institutional_precinct,Windale,Windale,Windale,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31361,lcu_working_final_ready,lcu_rural_manor_hx_31361,local_community_unit,c_2,Larkspire,hx_31361,T2_service_locality,institutional_precinct,Greythorpe,Greythorpe,Greythorpe,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31362,lcu_working_final_ready,lcu_rural_manor_hx_31362,local_community_unit,c_2,Larkspire,hx_31362,T2_service_locality,institutional_precinct,Skylarkham,Skylarkham,Skylarkham,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31632,lcu_working_final_ready,lcu_rural_manor_hx_31632,local_community_unit,c_2,Larkspire,hx_31632,T2_service_locality,institutional_precinct,Stoneby,Stoneby,Stoneby,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31634,lcu_working_final_ready,lcu_rural_manor_hx_31634,local_community_unit,c_2,Larkspire,hx_31634,T2_service_locality,institutional_precinct,Windburn,Windburn,Windburn,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31636,lcu_working_final_ready,lcu_rural_manor_hx_31636,local_community_unit,c_2,Larkspire,hx_31636,T2_service_locality,institutional_precinct,Fellhallow,Fellhallow,Fellhallow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31637,lcu_working_final_ready,lcu_rural_manor_hx_31637,local_community_unit,c_2,Larkspire,hx_31637,T2_service_locality,institutional_precinct,Keldwick,Keldwick,Keldwick,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_31647,lcu_working_final_ready,lcu_rural_manor_hx_31647,local_community_unit,c_2,Larkspire,hx_31647,T2_service_locality,institutional_precinct,Daleby,Daleby,Daleby,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32203,lcu_working_final_ready,lcu_rural_manor_hx_32203,local_community_unit,c_2,Larkspire,hx_32203,T2_service_locality,institutional_precinct,Greywold,Greywold,Greywold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32206,lcu_working_final_ready,lcu_rural_manor_hx_32206,local_community_unit,c_2,Larkspire,hx_32206,T2_service_locality,institutional_precinct,Hawkby,Hawkby,Hawkby,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32476,lcu_working_final_ready,lcu_rural_manor_hx_32476,local_community_unit,c_2,Larkspire,hx_32476,T2_service_locality,institutional_precinct,Hawkwold,Hawkwold,Hawkwold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32763,lcu_working_final_ready,lcu_rural_manor_hx_32763,local_community_unit,c_2,Larkspire,hx_32763,T2_service_locality,institutional_precinct,Larkton,Larkton,Larkton,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_33033,lcu_working_final_ready,lcu_rural_manor_hx_33033,local_community_unit,c_2,Larkspire,hx_33033,T2_service_locality,institutional_precinct,Ridgeminster,Ridgeminster,Ridgeminster,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_33037,lcu_working_final_ready,lcu_rural_manor_hx_33037,local_community_unit,c_2,Larkspire,hx_33037,T2_service_locality,institutional_precinct,Bywold,Bywold,Bywold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_33041,lcu_working_final_ready,lcu_rural_manor_hx_33041,local_community_unit,c_2,Larkspire,hx_33041,T2_service_locality,institutional_precinct,Thorpewell,Thorpewell,Thorpewell,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_34443,lcu_working_final_ready,lcu_rural_manor_hx_34443,local_community_unit,c_2,Larkspire,hx_34443,T2_service_locality,institutional_precinct,Windthorpe,Windthorpe,Windthorpe,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_32484,lcu_working_final_ready,lcu_rural_manor_hx_32484,local_community_unit,c_2,Larkspire,hx_32484,T2_service_locality,market_village,Breckwold,Breckwold,Breckwold,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_33329,lcu_working_final_ready,lcu_rural_manor_hx_33329,local_community_unit,c_2,Larkspire,hx_33329,T2_service_locality,market_village,Spirestow,Spirestow,Spirestow,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
lcu:lcu_rural_manor_hx_33331,lcu_working_final_ready,lcu_rural_manor_hx_33331,local_community_unit,c_2,Larkspire,hx_33331,T2_service_locality,market_village,Hawkburn,Hawkburn,Hawkburn,included_in_source_candidate_lock_view,accepted_unchanged,,,visible_public_name,false,false,false,false,false,false,false,false,false,false,false
