id,type,route_access_score,route_degree,travel_cost_to_nearest_market_town,travel_cost_to_nearest_county_seat,travel_cost_to_nearest_bishop_seat,nearest_trunk_route_distance
manor_hx_48141,ordinary,0.1832,4,44.288,44.288,84.304,0
manor_hx_48152,ordinary,0.1664,3,29.064,29.064,85.808,0
manor_hx_48705,ordinary,0.1526,6,41.52,41.52,87.192,0
manor_hx_48709,ordinary,0.1456,5,35.984,35.984,85.808,0
manor_hx_49263,ordinary,0.1221,3,47.056,47.056,89.84,0
manor_hx_49273,ordinary,0.2289,5,33.216,33.216,91.344,0
manor_hx_49827,ordinary,0.104,4,44.288,44.288,92.728,0
manor_hx_49831,ordinary,0.1873,4,38.752,38.752,91.344,0
manor_hx_50117,ordinary,0.3121,6,31.832,31.832,96.88,0
manor_hx_50398,elite_complex,0.3329,3,33.216,33.216,98.264,0
manor_hx_50424,ordinary,0.2713,5,23.528,23.528,102.416,0
manor_hx_50954,ordinary,0.2081,4,40.136,40.136,96.88,0
manor_hx_50964,ordinary,0.3304,4,47.056,47.056,105.184,5.536
manor_hx_50986,elite_complex,0.3101,5,20.76,20.76,105.184,0
manor_hx_50990,ordinary,0.2326,4,31.832,31.832,110.72,0
manor_hx_51238,ordinary,0.2753,4,37.368,37.368,102.416,0
manor_hx_51272,elite_complex,0.2255,2,33.216,33.216,113.488,0
manor_hx_51522,ordinary,0.3854,3,47.056,47.056,107.952,0
manor_hx_51548,ordinary,0.2713,4,23.528,23.528,107.952,0
manor_hx_51557,ordinary,0.155,2,35.984,35.984,120.408,5.536
manor_hx_51811,ordinary,0.2771,3,30.448,30.448,109.336,5.536
manor_hx_51834,ordinary,0.1973,4,30.448,30.448,114.872,0
manor_hx_52084,elite_complex,0.4405,5,44.288,44.288,110.72,0
manor_hx_52086,ordinary,0.3854,7,41.52,41.52,110.72,0
manor_hx_52106,ordinary,0.2326,3,26.296,26.296,110.72,0
manor_hx_52644,ordinary,0.3854,5,47.056,47.056,113.488,0
manor_hx_52650,ordinary,0.388,6,35.984,35.984,113.488,0
manor_hx_52929,elite_complex,0.4434,5,38.752,38.752,114.872,0
manor_hx_52944,ordinary,0.2222,2,30.448,30.448,114.872,5.536
manor_hx_53208,ordinary,0.388,5,41.52,41.52,116.256,0
manor_hx_53210,elite_complex,0.4157,4,38.752,38.752,116.256,0
manor_hx_53214,ordinary,0.3048,6,35.984,35.984,117.64,0
manor_hx_53218,ordinary,0.2963,4,31.832,31.832,116.256,0
manor_hx_53502,ordinary,0.3209,5,33.216,33.216,117.64,0
manor_hx_53766,ordinary,0.2771,2,47.056,47.056,119.024,0
manor_hx_53772,ordinary,0.3603,6,41.52,41.52,119.024,0
manor_hx_54336,ordinary,0.2494,5,41.52,41.52,123.176,0
manor_hx_54341,ordinary,0.3703,6,37.368,37.368,121.792,0
manor_hx_54342,elite_complex,0.395,5,37.368,37.368,121.792,0
manor_hx_54623,elite_complex,0.3703,3,38.752,38.752,123.176,0
manor_hx_54625,ordinary,0.3209,6,38.752,38.752,123.176,0
manor_hx_54894,ordinary,0.2494,2,47.056,47.056,124.56,5.536
manor_hx_55180,ordinary,0.2716,4,42.904,42.904,127.328,0
manor_hx_55464,ordinary,0.2963,6,42.904,42.904,127.328,0
manor_hx_55748,ordinary,0.2469,3,44.288,44.288,128.712,0
